target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:1920888-1920889	0.01610262027560939	685	552	646	617	0	0.0
1:1920888-1920889	0.011721022975334805	470	397	451	439	0	0.0
1:1920888-1920889	0.008531678524172805	343	307	335	331	0	0.0
1:1920888-1920889	0.006210169418915616	246	224	240	238	0	0.0
1:1920888-1920889	0.004520353656360241	168	163	165	165	0	0.0
1:1920888-1920889	0.0032903445623126675	127	124	125	125	0	0.0
1:1920888-1920889	0.002395026619987486	92	90	91	91	0	0.0
1:1920888-1920889	0.0017433288221999873	67	66	66	66	0	0.0
1:1920888-1920889	0.0012689610031679222	43	42	42	42	0	0.0
1:1920888-1920889	0.0009236708571873865	32	32	32	32	0	0.0
1:1920888-1920889	0.0006723357536499335	24	24	24	24	0	0.0
1:1920888-1920889	0.0004893900918477494	16	16	16	16	0	0.0
1:1920888-1920889	0.0003562247890262444	12	12	12	12	0	0.0
1:1920888-1920889	0.0002592943797404667	10	10	10	10	0	0.0
1:1920888-1920889	0.00018873918221350977	8	8	8	8	0	0.0
1:1920888-1920889	0.00013738237958832623	8	8	8	8	0	0.0
1:1920888-1920889	0.0001	5	5	5	5	0	0.0
1:204961336-204961337	1.0	43338	4160	9762	6072	2625	0.4323122529644269
1:204961336-204961337	0.7278953843983146	31417	3863	8905	5684	2061	0.36259676284306824
1:204961336-204961337	0.5298316906283708	23015	3574	8018	5264	1548	0.29407294832826747
1:204961336-204961337	0.38566204211634725	16870	3259	7074	4806	1066	0.22180607573866
1:204961336-204961337	0.2807216203941176	12259	2934	6084	4302	681	0.15829846582984658
1:204961336-204961337	0.20433597178569418	8859	2598	5098	3776	390	0.10328389830508475
1:204961336-204961337	0.14873521072935117	6481	2288	4212	3279	216	0.06587374199451052
1:204961336-204961337	0.1082636733874054	4694	1968	3379	2734	102	0.03730797366495977
1:204961336-204961337	0.07880462815669913	3503	1684	2689	2270	49	0.02158590308370044
1:204961336-204961337	0.05736152510448681	2529	1380	2059	1794	19	0.010590858416945374
1:204961336-204961337	0.041753189365604	1849	1138	1588	1417	9	0.006351446718419196
1:204961336-204961337	0.03039195382313198	1336	919	1196	1095	3	0.0027397260273972603
1:204961336-204961337	0.02212216291070448	957	718	883	825	2	0.0024242424242424242
1:204961336-204961337	0.01610262027560939	670	538	637	609	1	0.0016420361247947454
1:204961336-204961337	0.011721022975334805	487	412	471	455	1	0.002197802197802198
1:204961336-204961337	0.008531678524172805	365	321	357	347	0	0.0
1:204961336-204961337	0.006210169418915616	277	253	274	268	0	0.0
1:204961336-204961337	0.004520353656360241	193	181	191	187	0	0.0
1:204961336-204961337	0.0032903445623126675	143	132	141	138	0	0.0
1:204961336-204961337	0.002395026619987486	98	91	97	95	0	0.0
1:204961336-204961337	0.0017433288221999873	67	62	66	65	0	0.0
1:204961336-204961337	0.0012689610031679222	43	40	42	42	0	0.0
1:204961336-204961337	0.0009236708571873865	34	32	33	33	0	0.0
1:204961336-204961337	0.0006723357536499335	29	27	28	28	0	0.0
1:204961336-204961337	0.0004893900918477494	21	21	21	21	0	0.0
1:204961336-204961337	0.0003562247890262444	17	17	17	17	0	0.0
1:204961336-204961337	0.0002592943797404667	8	8	8	8	0	0.0
1:204961336-204961337	0.00018873918221350977	7	7	7	7	0	0.0
1:204961336-204961337	0.00013738237958832623	4	4	4	4	0	0.0
1:204961336-204961337	0.0001	4	4	4	4	0	0.0
1:215764134-215764135	1.0	54796	2286	4356	2479	1716	0.6922146026623639
1:215764134-215764135	0.7278953843983146	39867	2195	4225	2416	1591	0.6585264900662252
1:215764134-215764135	0.5298316906283708	29001	2103	4078	2352	1456	0.6190476190476191
1:215764134-215764135	0.38566204211634725	21091	2014	3884	2277	1305	0.5731225296442688
1:215764134-215764135	0.2807216203941176	15336	1919	3687	2195	1117	0.508883826879271
1:215764134-215764135	0.20433597178569418	11191	1814	3427	2091	883	0.422285987565758
1:215764134-215764135	0.14873521072935117	8130	1713	3125	1981	629	0.31751640585562846
1:215764134-215764135	0.1082636733874054	5870	1589	2776	1848	387	0.20941558441558442
1:215764134-215764135	0.07880462815669913	4230	1436	2375	1661	210	0.12642986152919927
1:215764134-215764135	0.05736152510448681	3080	1290	1989	1478	94	0.06359945872801083
1:215764134-215764135	0.041753189365604	2220	1099	1596	1251	39	0.03117505995203837
1:215764134-215764135	0.03039195382313198	1634	938	1264	1045	15	0.014354066985645933
1:215764134-215764135	0.02212216291070448	1230	785	1011	866	7	0.008083140877598153
1:215764134-215764135	0.01610262027560939	913	646	793	705	4	0.005673758865248227
1:215764134-215764135	0.011721022975334805	663	509	597	548	2	0.0036496350364963502
1:215764134-215764135	0.008531678524172805	480	394	442	417	1	0.002398081534772182
1:215764134-215764135	0.006210169418915616	339	291	318	303	0	0.0
1:215764134-215764135	0.004520353656360241	262	232	250	238	0	0.0
1:215764134-215764135	0.0032903445623126675	194	177	186	180	0	0.0
1:215764134-215764135	0.002395026619987486	150	136	144	139	0	0.0
1:215764134-215764135	0.0017433288221999873	110	101	106	103	0	0.0
1:215764134-215764135	0.0012689610031679222	77	74	75	74	0	0.0
1:215764134-215764135	0.0009236708571873865	58	55	56	55	0	0.0
1:215764134-215764135	0.0006723357536499335	42	41	41	41	0	0.0
1:215764134-215764135	0.0004893900918477494	34	34	34	34	0	0.0
1:215764134-215764135	0.0003562247890262444	30	30	30	30	0	0.0
1:215764134-215764135	0.0002592943797404667	22	22	22	22	0	0.0
1:215764134-215764135	0.00018873918221350977	19	19	19	19	0	0.0
1:215764134-215764135	0.00013738237958832623	15	15	15	15	0	0.0
1:215764134-215764135	0.0001	9	9	9	9	0	0.0
1:3388052-3388053	1.0	23450	3197	6967	4451	1551	0.3484610199955066
1:3388052-3388053	0.7278953843983146	17036	2911	6241	4115	1088	0.2643985419198056
1:3388052-3388053	0.5298316906283708	12385	2635	5455	3741	734	0.19620422346966052
1:3388052-3388053	0.38566204211634725	9048	2369	4652	3339	443	0.13267445342917042
1:3388052-3388053	0.2807216203941176	6598	2105	3875	2930	244	0.08327645051194539
1:3388052-3388053	0.20433597178569418	4830	1848	3185	2518	119	0.047259729944400315
1:3388052-3388053	0.14873521072935117	3499	1588	2546	2116	59	0.027882797731568997
1:3388052-3388053	0.1082636733874054	2528	1319	1977	1692	29	0.017139479905437353
1:3388052-3388053	0.07880462815669913	1861	1092	1546	1364	16	0.011730205278592375
1:3388052-3388053	0.05736152510448681	1340	880	1155	1059	7	0.0066100094428706326
1:3388052-3388053	0.041753189365604	977	693	869	808	3	0.0037128712871287127
1:3388052-3388053	0.03039195382313198	699	544	650	612	2	0.0032679738562091504
1:3388052-3388053	0.02212216291070448	511	427	485	464	2	0.004310344827586207
1:3388052-3388053	0.01610262027560939	374	329	362	352	1	0.002840909090909091
1:3388052-3388053	0.011721022975334805	287	260	281	274	0	0.0
1:3388052-3388053	0.008531678524172805	211	197	208	205	0	0.0
1:3388052-3388053	0.006210169418915616	155	147	153	152	0	0.0
1:3388052-3388053	0.004520353656360241	118	114	117	116	0	0.0
1:3388052-3388053	0.0032903445623126675	80	78	79	79	0	0.0
1:3388052-3388053	0.002395026619987486	60	59	59	59	0	0.0
1:3388052-3388053	0.0017433288221999873	42	41	41	41	0	0.0
1:3388052-3388053	0.0012689610031679222	35	34	34	34	0	0.0
1:3388052-3388053	0.0009236708571873865	24	23	23	23	0	0.0
1:3388052-3388053	0.0006723357536499335	21	20	20	20	0	0.0
1:3388052-3388053	0.0004893900918477494	18	18	18	18	0	0.0
1:3388052-3388053	0.0003562247890262444	10	10	10	10	0	0.0
1:3388052-3388053	0.0002592943797404667	7	7	7	7	0	0.0
1:3388052-3388053	0.00018873918221350977	6	6	6	6	0	0.0
1:3388052-3388053	0.00013738237958832623	5	5	5	5	0	0.0
1:3388052-3388053	0.0001	4	4	4	4	0	0.0
1:45386263-45386264	1.0	38446	3266	8045	4763	2490	0.5227797606550494
1:45386263-45386264	0.7278953843983146	27850	3097	7545	4565	1973	0.4322015334063527
1:45386263-45386264	0.5298316906283708	20271	2944	6870	4334	1420	0.32764190124596215
1:45386263-45386264	0.38566204211634725	14651	2766	6135	4078	948	0.23246689553702796
1:45386263-45386264	0.2807216203941176	10792	2541	5337	3715	567	0.15262449528936742
1:45386263-45386264	0.20433597178569418	7866	2296	4490	3299	311	0.09427099120945741
1:45386263-45386264	0.14873521072935117	5827	2071	3778	2916	166	0.05692729766803841
1:45386263-45386264	0.1082636733874054	4217	1810	3042	2471	67	0.027114528530959126
1:45386263-45386264	0.07880462815669913	3096	1535	2429	2040	27	0.013235294117647059
1:45386263-45386264	0.05736152510448681	2253	1267	1881	1636	9	0.005501222493887531
1:45386263-45386264	0.041753189365604	1623	1015	1406	1260	3	0.002380952380952381
1:45386263-45386264	0.03039195382313198	1219	841	1103	1010	1	0.0009900990099009901
1:45386263-45386264	0.02212216291070448	890	669	829	775	0	0.0
1:45386263-45386264	0.01610262027560939	659	527	621	590	0	0.0
1:45386263-45386264	0.011721022975334805	481	403	460	439	0	0.0
1:45386263-45386264	0.008531678524172805	363	320	351	335	0	0.0
1:45386263-45386264	0.006210169418915616	275	247	269	259	0	0.0
1:45386263-45386264	0.004520353656360241	212	192	207	200	0	0.0
1:45386263-45386264	0.0032903445623126675	154	143	150	146	0	0.0
1:45386263-45386264	0.002395026619987486	124	116	122	119	0	0.0
1:45386263-45386264	0.0017433288221999873	95	88	94	92	0	0.0
1:45386263-45386264	0.0012689610031679222	74	69	73	72	0	0.0
1:45386263-45386264	0.0009236708571873865	50	48	50	49	0	0.0
1:45386263-45386264	0.0006723357536499335	39	37	39	38	0	0.0
1:45386263-45386264	0.0004893900918477494	25	24	25	24	0	0.0
1:45386263-45386264	0.0003562247890262444	18	18	18	18	0	0.0
1:45386263-45386264	0.0002592943797404667	12	12	12	12	0	0.0
1:45386263-45386264	0.00018873918221350977	6	6	6	6	0	0.0
1:45386263-45386264	0.00013738237958832623	5	5	5	5	0	0.0
1:45386263-45386264	0.0001	5	5	5	5	0	0.0
1:3554633-3554634	1.0	44942	3580	8069	4863	2545	0.5233395023647954
1:3554633-3554634	0.7278953843983146	32620	3387	7596	4636	2162	0.46635030198446936
1:3554633-3554634	0.5298316906283708	23657	3159	7008	4375	1686	0.3853714285714286
1:3554633-3554634	0.38566204211634725	17232	2918	6291	4066	1201	0.2953762911952779
1:3554633-3554634	0.2807216203941176	12574	2682	5553	3750	770	0.20533333333333334
1:3554633-3554634	0.20433597178569418	9084	2432	4757	3384	454	0.13416075650118203
1:3554633-3554634	0.14873521072935117	6646	2164	3958	2968	242	0.08153638814016173
1:3554633-3554634	0.1082636733874054	4891	1879	3250	2544	120	0.04716981132075472
1:3554633-3554634	0.07880462815669913	3569	1636	2614	2169	50	0.023052097740894423
1:3554633-3554634	0.05736152510448681	2576	1376	2037	1765	19	0.01076487252124646
1:3554633-3554634	0.041753189365604	1875	1140	1571	1410	7	0.004964539007092199
1:3554633-3554634	0.03039195382313198	1358	908	1189	1096	2	0.0018248175182481751
1:3554633-3554634	0.02212216291070448	993	704	886	824	0	0.0
1:3554633-3554634	0.01610262027560939	742	554	675	634	0	0.0
1:3554633-3554634	0.011721022975334805	533	431	503	480	0	0.0
1:3554633-3554634	0.008531678524172805	380	330	366	356	0	0.0
1:3554633-3554634	0.006210169418915616	286	258	279	274	0	0.0
1:3554633-3554634	0.004520353656360241	206	195	201	199	0	0.0
1:3554633-3554634	0.0032903445623126675	162	155	160	158	0	0.0
1:3554633-3554634	0.002395026619987486	112	108	111	110	0	0.0
1:3554633-3554634	0.0017433288221999873	82	81	81	81	0	0.0
1:3554633-3554634	0.0012689610031679222	62	62	62	62	0	0.0
1:3554633-3554634	0.0009236708571873865	44	44	44	44	0	0.0
1:3554633-3554634	0.0006723357536499335	28	28	28	28	0	0.0
1:3554633-3554634	0.0004893900918477494	24	24	24	24	0	0.0
1:3554633-3554634	0.0003562247890262444	15	15	15	15	0	0.0
1:3554633-3554634	0.0002592943797404667	11	11	11	11	0	0.0
1:3554633-3554634	0.00018873918221350977	6	6	6	6	0	0.0
1:3554633-3554634	0.00013738237958832623	3	3	3	3	0	0.0
1:3554633-3554634	0.0001	2	2	2	2	0	0.0
1:5250148-5250149	1.0	43655	2854	6803	4082	2074	0.5080842724154826
1:5250148-5250149	0.7278953843983146	31777	2695	6334	3877	1756	0.4529275212793397
1:5250148-5250149	0.5298316906283708	23031	2538	5839	3660	1422	0.3885245901639344
1:5250148-5250149	0.38566204211634725	16843	2371	5301	3420	1100	0.3216374269005848
1:5250148-5250149	0.2807216203941176	12229	2179	4676	3131	779	0.2488022995847972
1:5250148-5250149	0.20433597178569418	8898	1978	4070	2835	524	0.18483245149911817
1:5250148-5250149	0.14873521072935117	6437	1789	3456	2517	333	0.13230035756853398
1:5250148-5250149	0.1082636733874054	4705	1600	2895	2187	194	0.08870598994055784
1:5250148-5250149	0.07880462815669913	3419	1393	2354	1856	95	0.05118534482758621
1:5250148-5250149	0.05736152510448681	2493	1192	1889	1553	36	0.0231809401159047
1:5250148-5250149	0.041753189365604	1849	1020	1499	1286	16	0.012441679626749611
1:5250148-5250149	0.03039195382313198	1344	832	1156	1024	5	0.0048828125
1:5250148-5250149	0.02212216291070448	1006	690	903	822	3	0.0036496350364963502
1:5250148-5250149	0.01610262027560939	726	551	673	628	0	0.0
1:5250148-5250149	0.011721022975334805	550	443	518	494	0	0.0
1:5250148-5250149	0.008531678524172805	393	335	374	362	0	0.0
1:5250148-5250149	0.006210169418915616	277	243	268	259	0	0.0
1:5250148-5250149	0.004520353656360241	189	173	185	182	0	0.0
1:5250148-5250149	0.0032903445623126675	133	126	131	130	0	0.0
1:5250148-5250149	0.002395026619987486	107	103	106	106	0	0.0
1:5250148-5250149	0.0017433288221999873	82	79	81	81	0	0.0
1:5250148-5250149	0.0012689610031679222	58	57	58	58	0	0.0
1:5250148-5250149	0.0009236708571873865	39	39	39	39	0	0.0
1:5250148-5250149	0.0006723357536499335	30	30	30	30	0	0.0
1:5250148-5250149	0.0004893900918477494	19	19	19	19	0	0.0
1:5250148-5250149	0.0003562247890262444	12	12	12	12	0	0.0
1:5250148-5250149	0.0002592943797404667	9	9	9	9	0	0.0
1:5250148-5250149	0.00018873918221350977	9	9	9	9	0	0.0
1:5250148-5250149	0.00013738237958832623	7	7	7	7	0	0.0
1:5250148-5250149	0.0001	4	4	4	4	0	0.0
1:6323802-6323803	1.0	44159	3883	8684	5400	2419	0.44796296296296295
1:6323802-6323803	0.7278953843983146	32214	3638	7978	5062	2016	0.39826155669695773
1:6323802-6323803	0.5298316906283708	23382	3389	7251	4710	1579	0.335244161358811
1:6323802-6323803	0.38566204211634725	17069	3139	6484	4332	1139	0.262927054478301
1:6323802-6323803	0.2807216203941176	12421	2855	5664	3913	734	0.18757986199846666
1:6323802-6323803	0.20433597178569418	9027	2590	4812	3507	453	0.12917023096663816
1:6323802-6323803	0.14873521072935117	6612	2303	4012	3046	268	0.08798424162836507
1:6323802-6323803	0.1082636733874054	4775	2027	3265	2599	121	0.046556367833782225
1:6323802-6323803	0.07880462815669913	3493	1729	2609	2159	55	0.025474756831866605
1:6323802-6323803	0.05736152510448681	2535	1432	2027	1755	21	0.011965811965811967
1:6323802-6323803	0.041753189365604	1835	1157	1547	1378	9	0.006531204644412192
1:6323802-6323803	0.03039195382313198	1345	932	1173	1072	4	0.0037313432835820895
1:6323802-6323803	0.02212216291070448	965	736	880	824	2	0.0024271844660194173
1:6323802-6323803	0.01610262027560939	701	562	648	612	0	0.0
1:6323802-6323803	0.011721022975334805	524	437	489	469	0	0.0
1:6323802-6323803	0.008531678524172805	398	346	379	364	0	0.0
1:6323802-6323803	0.006210169418915616	302	279	291	286	0	0.0
1:6323802-6323803	0.004520353656360241	220	206	214	212	0	0.0
1:6323802-6323803	0.0032903445623126675	147	142	144	144	0	0.0
1:6323802-6323803	0.002395026619987486	108	106	106	106	0	0.0
1:6323802-6323803	0.0017433288221999873	75	73	73	73	0	0.0
1:6323802-6323803	0.0012689610031679222	47	46	46	46	0	0.0
1:6323802-6323803	0.0009236708571873865	35	35	35	35	0	0.0
1:6323802-6323803	0.0006723357536499335	19	19	19	19	0	0.0
1:6323802-6323803	0.0004893900918477494	16	16	16	16	0	0.0
1:6323802-6323803	0.0003562247890262444	10	10	10	10	0	0.0
1:6323802-6323803	0.0002592943797404667	9	9	9	9	0	0.0
1:6323802-6323803	0.00018873918221350977	5	5	5	5	0	0.0
1:6323802-6323803	0.00013738237958832623	5	5	5	5	0	0.0
1:6323802-6323803	0.0001	2	2	2	2	0	0.0
1:23721690-23721691	1.0	54053	3640	7887	4707	2626	0.5578925005311238
1:23721690-23721691	0.7278953843983146	39507	3447	7442	4491	2341	0.5212647517256735
1:23721690-23721691	0.5298316906283708	28749	3271	6949	4261	1960	0.4599859187984041
1:23721690-23721691	0.38566204211634725	20926	3052	6362	3981	1551	0.3896006028636021
1:23721690-23721691	0.2807216203941176	15238	2853	5787	3727	1139	0.3056077273946874
1:23721690-23721691	0.20433597178569418	11096	2635	5133	3444	740	0.2148664343786295
1:23721690-23721691	0.14873521072935117	8045	2360	4372	3064	403	0.13152741514360314
1:23721690-23721691	0.1082636733874054	5792	2098	3602	2682	212	0.0790454884414616
1:23721690-23721691	0.07880462815669913	4213	1812	2912	2276	94	0.04130052724077329
1:23721690-23721691	0.05736152510448681	3054	1550	2306	1921	41	0.021343050494534097
1:23721690-23721691	0.041753189365604	2229	1306	1820	1584	15	0.00946969696969697
1:23721690-23721691	0.03039195382313198	1627	1056	1383	1245	5	0.004016064257028112
1:23721690-23721691	0.02212216291070448	1198	860	1073	985	1	0.0010152284263959391
1:23721690-23721691	0.01610262027560939	913	696	833	783	1	0.001277139208173691
1:23721690-23721691	0.011721022975334805	678	546	629	595	0	0.0
1:23721690-23721691	0.008531678524172805	468	403	442	428	0	0.0
1:23721690-23721691	0.006210169418915616	344	310	331	325	0	0.0
1:23721690-23721691	0.004520353656360241	246	228	239	238	0	0.0
1:23721690-23721691	0.0032903445623126675	176	167	171	170	0	0.0
1:23721690-23721691	0.002395026619987486	129	123	125	124	0	0.0
1:23721690-23721691	0.0017433288221999873	101	99	99	99	0	0.0
1:23721690-23721691	0.0012689610031679222	71	70	70	70	0	0.0
1:23721690-23721691	0.0009236708571873865	51	50	50	50	0	0.0
1:23721690-23721691	0.0006723357536499335	37	36	36	36	0	0.0
1:23721690-23721691	0.0004893900918477494	24	23	23	23	0	0.0
1:23721690-23721691	0.0003562247890262444	13	13	13	13	0	0.0
1:23721690-23721691	0.0002592943797404667	8	8	8	8	0	0.0
1:23721690-23721691	0.00018873918221350977	8	8	8	8	0	0.0
1:23721690-23721691	0.00013738237958832623	5	5	5	5	0	0.0
1:23721690-23721691	0.0001	4	4	4	4	0	0.0
1:6412303-6412304	1.0	34750	3052	5994	3837	1518	0.3956215793588741
1:6412303-6412304	0.7278953843983146	25243	2817	5424	3541	1247	0.352160406664784
1:6412303-6412304	0.5298316906283708	18268	2562	4824	3216	1012	0.31467661691542287
1:6412303-6412304	0.38566204211634725	13284	2327	4247	2900	798	0.2751724137931034
1:6412303-6412304	0.2807216203941176	9785	2114	3716	2596	597	0.22996918335901387
1:6412303-6412304	0.20433597178569418	7114	1896	3215	2307	413	0.17902037277850022
1:6412303-6412304	0.14873521072935117	5174	1687	2731	2015	278	0.13796526054590572
1:6412303-6412304	0.1082636733874054	3788	1476	2278	1739	165	0.09488211615871191
1:6412303-6412304	0.07880462815669913	2754	1269	1849	1468	89	0.060626702997275204
1:6412303-6412304	0.05736152510448681	1974	1065	1460	1214	41	0.03377265238879736
1:6412303-6412304	0.041753189365604	1452	882	1147	992	17	0.017137096774193547
1:6412303-6412304	0.03039195382313198	1075	708	877	779	6	0.007702182284980745
1:6412303-6412304	0.02212216291070448	787	568	675	614	3	0.004885993485342019
1:6412303-6412304	0.01610262027560939	561	445	503	476	0	0.0
1:6412303-6412304	0.011721022975334805	406	343	374	357	0	0.0
1:6412303-6412304	0.008531678524172805	293	258	274	267	0	0.0
1:6412303-6412304	0.006210169418915616	218	195	205	201	0	0.0
1:6412303-6412304	0.004520353656360241	152	138	144	143	0	0.0
1:6412303-6412304	0.0032903445623126675	110	103	106	106	0	0.0
1:6412303-6412304	0.002395026619987486	75	72	74	74	0	0.0
1:6412303-6412304	0.0017433288221999873	58	56	57	57	0	0.0
1:6412303-6412304	0.0012689610031679222	46	45	46	46	0	0.0
1:6412303-6412304	0.0009236708571873865	28	27	28	28	0	0.0
1:6412303-6412304	0.0006723357536499335	17	17	17	17	0	0.0
1:6412303-6412304	0.0004893900918477494	14	14	14	14	0	0.0
1:6412303-6412304	0.0003562247890262444	8	8	8	8	0	0.0
1:6412303-6412304	0.0002592943797404667	7	7	7	7	0	0.0
1:6412303-6412304	0.00018873918221350977	4	4	4	4	0	0.0
1:6412303-6412304	0.00013738237958832623	4	4	4	4	0	0.0
1:6412303-6412304	0.0001	2	2	2	2	0	0.0
1:99514671-99514672	1.0	28470	2653	6128	3642	1890	0.5189456342668863
1:99514671-99514672	0.7278953843983146	20660	2518	5725	3486	1517	0.43516924842226046
1:99514671-99514672	0.5298316906283708	15013	2392	5266	3318	1095	0.33001808318264014
1:99514671-99514672	0.38566204211634725	10887	2262	4727	3136	727	0.23182397959183673
1:99514671-99514672	0.2807216203941176	7884	2081	4085	2846	417	0.14652143359100492
1:99514671-99514672	0.20433597178569418	5808	1882	3455	2550	221	0.08666666666666667
1:99514671-99514672	0.14873521072935117	4234	1655	2847	2210	107	0.04841628959276018
1:99514671-99514672	0.1082636733874054	3067	1426	2259	1848	38	0.020562770562770564
1:99514671-99514672	0.07880462815669913	2238	1205	1785	1518	13	0.008563899868247694
1:99514671-99514672	0.05736152510448681	1629	992	1382	1215	3	0.0024691358024691358
1:99514671-99514672	0.041753189365604	1194	816	1067	967	1	0.001034126163391934
1:99514671-99514672	0.03039195382313198	880	650	807	750	0	0.0
1:99514671-99514672	0.02212216291070448	630	495	590	566	0	0.0
1:99514671-99514672	0.01610262027560939	451	381	434	419	0	0.0
1:99514671-99514672	0.011721022975334805	322	289	317	306	0	0.0
