target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:2217664-2217665	0.00013738237958832623	7	7	7	7	0	0.0
1:2217664-2217665	0.0001	4	4	4	4	0	0.0
1:154374388-154374389	1.0	35107	2343	4007	2658	1121	0.4217456734386757
1:154374388-154374389	0.7278953843983146	25566	2212	3757	2498	986	0.3947157726180945
1:154374388-154374389	0.5298316906283708	18627	2061	3472	2326	855	0.36758383490971624
1:154374388-154374389	0.38566204211634725	13628	1921	3211	2180	717	0.32889908256880734
1:154374388-154374389	0.2807216203941176	9872	1768	2902	2002	588	0.2937062937062937
1:154374388-154374389	0.20433597178569418	7171	1608	2582	1817	447	0.24600990643918547
1:154374388-154374389	0.14873521072935117	5199	1472	2281	1654	297	0.1795646916565901
1:154374388-154374389	0.1082636733874054	3710	1302	1943	1460	172	0.1178082191780822
1:154374388-154374389	0.07880462815669913	2665	1130	1620	1270	83	0.06535433070866142
1:154374388-154374389	0.05736152510448681	1884	952	1290	1058	36	0.034026465028355386
1:154374388-154374389	0.041753189365604	1376	794	1039	877	20	0.02280501710376283
1:154374388-154374389	0.03039195382313198	1001	640	808	709	7	0.009873060648801129
1:154374388-154374389	0.02212216291070448	735	525	629	570	2	0.0035087719298245615
1:154374388-154374389	0.01610262027560939	536	406	470	433	1	0.0023094688221709007
1:154374388-154374389	0.011721022975334805	400	323	363	339	0	0.0
1:154374388-154374389	0.008531678524172805	289	254	271	261	0	0.0
1:154374388-154374389	0.006210169418915616	215	194	202	197	0	0.0
1:154374388-154374389	0.004520353656360241	155	141	147	144	0	0.0
1:154374388-154374389	0.0032903445623126675	114	108	110	109	0	0.0
1:154374388-154374389	0.002395026619987486	74	70	71	70	0	0.0
1:154374388-154374389	0.0017433288221999873	58	56	57	56	0	0.0
1:154374388-154374389	0.0012689610031679222	42	42	42	42	0	0.0
1:154374388-154374389	0.0009236708571873865	31	31	31	31	0	0.0
1:154374388-154374389	0.0006723357536499335	17	17	17	17	0	0.0
1:154374388-154374389	0.0004893900918477494	15	15	15	15	0	0.0
1:154374388-154374389	0.0003562247890262444	9	9	9	9	0	0.0
1:154374388-154374389	0.0002592943797404667	6	6	6	6	0	0.0
1:154374388-154374389	0.00018873918221350977	4	4	4	4	0	0.0
1:154374388-154374389	0.00013738237958832623	3	3	3	3	0	0.0
1:154374388-154374389	0.0001	3	3	3	3	0	0.0
1:76138565-76138566	1.0	42884	2582	4929	3124	1585	0.5073623559539052
1:76138565-76138566	0.7278953843983146	31217	2485	4721	3018	1396	0.4625579854208085
1:76138565-76138566	0.5298316906283708	22647	2389	4481	2904	1199	0.4128787878787879
1:76138565-76138566	0.38566204211634725	16433	2276	4180	2769	989	0.35716865294330086
1:76138565-76138566	0.2807216203941176	11980	2146	3864	2618	758	0.28953399541634833
1:76138565-76138566	0.20433597178569418	8694	1999	3464	2435	528	0.21683778234086243
1:76138565-76138566	0.14873521072935117	6383	1823	3056	2212	317	0.14330922242314648
1:76138565-76138566	0.1082636733874054	4658	1616	2574	1958	183	0.09346271705822268
1:76138565-76138566	0.07880462815669913	3367	1410	2116	1678	89	0.05303933253873659
1:76138565-76138566	0.05736152510448681	2456	1207	1729	1414	40	0.028288543140028287
1:76138565-76138566	0.041753189365604	1784	1015	1362	1166	18	0.015437392795883362
1:76138565-76138566	0.03039195382313198	1269	813	1028	920	6	0.006521739130434782
1:76138565-76138566	0.02212216291070448	912	647	776	712	1	0.0014044943820224719
1:76138565-76138566	0.01610262027560939	644	497	573	534	1	0.0018726591760299626
1:76138565-76138566	0.011721022975334805	470	383	427	402	1	0.0024875621890547263
1:76138565-76138566	0.008531678524172805	334	287	312	300	0	0.0
1:76138565-76138566	0.006210169418915616	254	223	240	231	0	0.0
1:76138565-76138566	0.004520353656360241	181	166	174	172	0	0.0
1:76138565-76138566	0.0032903445623126675	124	117	121	121	0	0.0
1:76138565-76138566	0.002395026619987486	87	83	84	84	0	0.0
1:76138565-76138566	0.0017433288221999873	63	60	61	61	0	0.0
1:76138565-76138566	0.0012689610031679222	44	42	43	43	0	0.0
1:76138565-76138566	0.0009236708571873865	35	33	34	34	0	0.0
1:76138565-76138566	0.0006723357536499335	26	25	25	25	0	0.0
1:76138565-76138566	0.0004893900918477494	15	15	15	15	0	0.0
1:76138565-76138566	0.0003562247890262444	14	14	14	14	0	0.0
1:76138565-76138566	0.0002592943797404667	11	11	11	11	0	0.0
1:76138565-76138566	0.00018873918221350977	6	6	6	6	0	0.0
1:76138565-76138566	0.00013738237958832623	5	5	5	5	0	0.0
1:76138565-76138566	0.0001	3	3	3	3	0	0.0
1:193197732-193197733	1.0	42378	1557	2443	1593	779	0.48901443816698054
1:193197732-193197733	0.7278953843983146	30856	1480	2354	1528	741	0.4849476439790576
1:193197732-193197733	0.5298316906283708	22622	1400	2251	1456	703	0.48282967032967034
1:193197732-193197733	0.38566204211634725	16363	1331	2154	1394	650	0.46628407460545196
1:193197732-193197733	0.2807216203941176	11883	1267	2047	1328	585	0.44051204819277107
1:193197732-193197733	0.20433597178569418	8675	1202	1928	1267	493	0.38910812943962114
1:193197732-193197733	0.14873521072935117	6294	1127	1772	1188	391	0.3291245791245791
1:193197732-193197733	0.1082636733874054	4568	1052	1628	1119	290	0.25915996425379806
1:193197732-193197733	0.07880462815669913	3354	983	1471	1044	184	0.17624521072796934
1:193197732-193197733	0.05736152510448681	2384	889	1260	939	101	0.10756123535676251
1:193197732-193197733	0.041753189365604	1694	774	1042	820	52	0.06341463414634146
1:193197732-193197733	0.03039195382313198	1250	664	857	701	29	0.04136947218259629
1:193197732-193197733	0.02212216291070448	921	553	686	579	13	0.022452504317789293
1:193197732-193197733	0.01610262027560939	668	455	538	475	4	0.008421052631578947
1:193197732-193197733	0.011721022975334805	480	357	409	371	0	0.0
1:193197732-193197733	0.008531678524172805	351	282	312	292	0	0.0
1:193197732-193197733	0.006210169418915616	259	216	236	222	0	0.0
1:193197732-193197733	0.004520353656360241	184	162	174	164	0	0.0
1:193197732-193197733	0.0032903445623126675	141	126	135	128	0	0.0
1:193197732-193197733	0.002395026619987486	97	91	94	91	0	0.0
1:193197732-193197733	0.0017433288221999873	73	68	71	68	0	0.0
1:193197732-193197733	0.0012689610031679222	53	50	53	50	0	0.0
1:193197732-193197733	0.0009236708571873865	42	40	42	40	0	0.0
1:193197732-193197733	0.0006723357536499335	28	27	28	27	0	0.0
1:193197732-193197733	0.0004893900918477494	18	17	18	17	0	0.0
1:193197732-193197733	0.0003562247890262444	13	13	13	13	0	0.0
1:193197732-193197733	0.0002592943797404667	10	10	10	10	0	0.0
1:193197732-193197733	0.00018873918221350977	9	9	9	9	0	0.0
1:193197732-193197733	0.00013738237958832623	9	9	9	9	0	0.0
1:193197732-193197733	0.0001	8	8	8	8	0	0.0
1:55736833-55736834	1.0	37270	1940	3395	2198	1047	0.47634212920837127
1:55736833-55736834	0.7278953843983146	27112	1862	3267	2120	973	0.4589622641509434
1:55736833-55736834	0.5298316906283708	19692	1766	3088	2014	848	0.42105263157894735
1:55736833-55736834	0.38566204211634725	14243	1665	2903	1914	737	0.3850574712643678
1:55736833-55736834	0.2807216203941176	10469	1566	2698	1811	589	0.3252346769740475
1:55736833-55736834	0.20433597178569418	7509	1475	2453	1693	438	0.2587123449497933
1:55736833-55736834	0.14873521072935117	5424	1360	2186	1556	301	0.19344473007712082
1:55736833-55736834	0.1082636733874054	3960	1233	1898	1404	196	0.1396011396011396
1:55736833-55736834	0.07880462815669913	2873	1085	1606	1231	111	0.0901705930138099
1:55736833-55736834	0.05736152510448681	2068	932	1301	1043	58	0.05560882070949185
1:55736833-55736834	0.041753189365604	1526	801	1061	880	29	0.03295454545454545
1:55736833-55736834	0.03039195382313198	1096	676	852	736	11	0.014945652173913044
1:55736833-55736834	0.02212216291070448	813	570	690	616	4	0.006493506493506494
1:55736833-55736834	0.01610262027560939	568	440	501	462	2	0.004329004329004329
1:55736833-55736834	0.011721022975334805	417	341	378	359	1	0.002785515320334262
1:55736833-55736834	0.008531678524172805	313	268	293	279	0	0.0
1:55736833-55736834	0.006210169418915616	241	221	229	224	0	0.0
1:55736833-55736834	0.004520353656360241	180	170	173	171	0	0.0
1:55736833-55736834	0.0032903445623126675	131	128	130	129	0	0.0
1:55736833-55736834	0.002395026619987486	88	86	87	87	0	0.0
1:55736833-55736834	0.0017433288221999873	66	65	66	66	0	0.0
1:55736833-55736834	0.0012689610031679222	46	46	46	46	0	0.0
1:55736833-55736834	0.0009236708571873865	36	36	36	36	0	0.0
1:55736833-55736834	0.0006723357536499335	25	25	25	25	0	0.0
1:55736833-55736834	0.0004893900918477494	18	18	18	18	0	0.0
1:55736833-55736834	0.0003562247890262444	15	15	15	15	0	0.0
1:55736833-55736834	0.0002592943797404667	11	11	11	11	0	0.0
1:55736833-55736834	0.00018873918221350977	7	7	7	7	0	0.0
1:55736833-55736834	0.00013738237958832623	5	5	5	5	0	0.0
1:55736833-55736834	0.0001	3	3	3	3	0	0.0
1:169547611-169547612	1.0	25977	1402	2471	1559	803	0.5150737652341244
1:169547611-169547612	0.7278953843983146	18797	1352	2366	1507	736	0.48838752488387527
1:169547611-169547612	0.5298316906283708	13669	1301	2278	1454	650	0.4470426409903714
1:169547611-169547612	0.38566204211634725	9901	1252	2146	1401	544	0.3882940756602427
1:169547611-169547612	0.2807216203941176	7260	1190	2001	1334	439	0.32908545727136435
1:169547611-169547612	0.20433597178569418	5324	1124	1839	1256	330	0.2627388535031847
1:169547611-169547612	0.14873521072935117	3858	1040	1634	1159	236	0.20362381363244175
1:169547611-169547612	0.1082636733874054	2790	945	1411	1042	142	0.1362763915547025
1:169547611-169547612	0.07880462815669913	1996	820	1171	902	77	0.08536585365853659
1:169547611-169547612	0.05736152510448681	1430	711	963	779	32	0.0410783055198973
1:169547611-169547612	0.041753189365604	1058	605	784	659	16	0.024279210925644917
1:169547611-169547612	0.03039195382313198	773	505	621	546	6	0.01098901098901099
1:169547611-169547612	0.02212216291070448	570	413	485	438	4	0.0091324200913242
1:169547611-169547612	0.01610262027560939	404	318	367	337	1	0.002967359050445104
1:169547611-169547612	0.011721022975334805	284	230	262	240	0	0.0
1:169547611-169547612	0.008531678524172805	203	174	193	181	0	0.0
1:169547611-169547612	0.006210169418915616	152	131	146	137	0	0.0
1:169547611-169547612	0.004520353656360241	121	107	117	111	0	0.0
1:169547611-169547612	0.0032903445623126675	91	83	88	85	0	0.0
1:169547611-169547612	0.002395026619987486	60	57	58	57	0	0.0
1:169547611-169547612	0.0017433288221999873	43	41	42	41	0	0.0
1:169547611-169547612	0.0012689610031679222	33	32	33	32	0	0.0
1:169547611-169547612	0.0009236708571873865	23	23	23	23	0	0.0
1:169547611-169547612	0.0006723357536499335	17	17	17	17	0	0.0
1:169547611-169547612	0.0004893900918477494	10	10	10	10	0	0.0
1:169547611-169547612	0.0003562247890262444	6	6	6	6	0	0.0
1:169547611-169547612	0.0002592943797404667	5	5	5	5	0	0.0
1:169547611-169547612	0.00018873918221350977	2	2	2	2	0	0.0
1:169547611-169547612	0.00013738237958832623	1	1	1	1	0	0.0
1:169547611-169547612	0.0001	1	1	1	1	0	0.0
1:183039639-183039640	1.0	44721	2026	3541	2266	1182	0.5216240070609003
1:183039639-183039640	0.7278953843983146	32588	1949	3425	2188	1098	0.5018281535648994
1:183039639-183039640	0.5298316906283708	23645	1868	3293	2109	1005	0.47652916073968704
1:183039639-183039640	0.38566204211634725	17294	1804	3164	2055	907	0.44136253041362533
1:183039639-183039640	0.2807216203941176	12632	1735	3007	1983	767	0.38678769541099345
1:183039639-183039640	0.20433597178569418	9121	1625	2764	1858	573	0.3083961248654467
1:183039639-183039640	0.14873521072935117	6688	1521	2527	1745	412	0.2361031518624642
1:183039639-183039640	0.1082636733874054	4856	1403	2232	1613	258	0.15995040297582144
1:183039639-183039640	0.07880462815669913	3523	1273	1948	1463	135	0.09227614490772386
1:183039639-183039640	0.05736152510448681	2553	1125	1613	1272	58	0.04559748427672956
1:183039639-183039640	0.041753189365604	1865	983	1331	1113	29	0.02605570530098832
1:183039639-183039640	0.03039195382313198	1372	830	1072	927	13	0.014023732470334413
1:183039639-183039640	0.02212216291070448	1008	675	839	741	4	0.005398110661268556
1:183039639-183039640	0.01610262027560939	746	551	660	592	0	0.0
1:183039639-183039640	0.011721022975334805	535	434	489	453	0	0.0
1:183039639-183039640	0.008531678524172805	385	332	363	346	0	0.0
1:183039639-183039640	0.006210169418915616	287	253	273	260	0	0.0
1:183039639-183039640	0.004520353656360241	206	184	194	189	0	0.0
1:183039639-183039640	0.0032903445623126675	149	136	142	138	0	0.0
1:183039639-183039640	0.002395026619987486	107	99	102	99	0	0.0
1:183039639-183039640	0.0017433288221999873	76	72	73	72	0	0.0
1:183039639-183039640	0.0012689610031679222	56	56	56	56	0	0.0
1:183039639-183039640	0.0009236708571873865	40	40	40	40	0	0.0
1:183039639-183039640	0.0006723357536499335	24	24	24	24	0	0.0
1:183039639-183039640	0.0004893900918477494	19	19	19	19	0	0.0
1:183039639-183039640	0.0003562247890262444	16	16	16	16	0	0.0
1:183039639-183039640	0.0002592943797404667	12	12	12	12	0	0.0
1:183039639-183039640	0.00018873918221350977	10	10	10	10	0	0.0
1:183039639-183039640	0.00013738237958832623	6	6	6	6	0	0.0
1:183039639-183039640	0.0001	6	6	6	6	0	0.0
1:26812783-26812784	1.0	45283	2664	4444	2934	1306	0.4451261077027948
1:26812783-26812784	0.7278953843983146	32962	2509	4208	2780	1175	0.4226618705035971
1:26812783-26812784	0.5298316906283708	24062	2367	3987	2650	1034	0.390188679245283
1:26812783-26812784	0.38566204211634725	17463	2205	3706	2483	878	0.3536045106725735
1:26812783-26812784	0.2807216203941176	12739	2053	3379	2313	719	0.3108517077388673
1:26812783-26812784	0.20433597178569418	9269	1892	3054	2141	557	0.26015880429705746
1:26812783-26812784	0.14873521072935117	6832	1724	2737	1955	403	0.2061381074168798
1:26812783-26812784	0.1082636733874054	4905	1531	2345	1735	260	0.14985590778097982
1:26812783-26812784	0.07880462815669913	3558	1362	2006	1542	153	0.09922178988326848
1:26812783-26812784	0.05736152510448681	2597	1179	1653	1322	78	0.059001512859304085
1:26812783-26812784	0.041753189365604	1829	986	1324	1098	34	0.030965391621129327
1:26812783-26812784	0.03039195382313198	1363	826	1068	909	14	0.015401540154015401
1:26812783-26812784	0.02212216291070448	998	667	834	729	4	0.0054869684499314125
1:26812783-26812784	0.01610262027560939	717	519	624	561	1	0.0017825311942959
1:26812783-26812784	0.011721022975334805	546	423	491	449	1	0.0022271714922048997
1:26812783-26812784	0.008531678524172805	411	339	378	351	0	0.0
1:26812783-26812784	0.006210169418915616	283	245	267	252	0	0.0
1:26812783-26812784	0.004520353656360241	191	175	183	177	0	0.0
1:26812783-26812784	0.0032903445623126675	128	121	124	123	0	0.0
1:26812783-26812784	0.002395026619987486	95	89	92	91	0	0.0
1:26812783-26812784	0.0017433288221999873	70	66	67	66	0	0.0
1:26812783-26812784	0.0012689610031679222	48	45	46	45	0	0.0
1:26812783-26812784	0.0009236708571873865	35	33	33	33	0	0.0
1:26812783-26812784	0.0006723357536499335	24	24	24	24	0	0.0
1:26812783-26812784	0.0004893900918477494	16	16	16	16	0	0.0
1:26812783-26812784	0.0003562247890262444	12	12	12	12	0	0.0
1:26812783-26812784	0.0002592943797404667	9	9	9	9	0	0.0
1:26812783-26812784	0.00018873918221350977	6	6	6	6	0	0.0
1:26812783-26812784	0.00013738237958832623	3	3	3	3	0	0.0
1:26812783-26812784	0.0001	3	3	3	3	0	0.0
1:42322090-42322091	1.0	40992	3188	6116	3955	1775	0.44879898862199746
1:42322090-42322091	0.7278953843983146	29983	3058	5799	3798	1552	0.4086361242759347
1:42322090-42322091	0.5298316906283708	21708	2892	5432	3616	1264	0.3495575221238938
1:42322090-42322091	0.38566204211634725	15921	2715	4991	3406	964	0.28302994715208457
1:42322090-42322091	0.2807216203941176	11590	2525	4498	3155	652	0.20665610142630744
1:42322090-42322091	0.20433597178569418	8347	2318	3943	2879	398	0.13824244529350468
1:42322090-42322091	0.14873521072935117	6069	2066	3338	2552	221	0.0865987460815047
1:42322090-42322091	0.1082636733874054	4440	1807	2774	2218	123	0.05545536519386835
1:42322090-42322091	0.07880462815669913	3228	1568	2256	1890	49	0.025925925925925925
1:42322090-42322091	0.05736152510448681	2324	1306	1785	1554	23	0.014800514800514801
1:42322090-42322091	0.041753189365604	1691	1089	1395	1256	4	0.0031847133757961785
1:42322090-42322091	0.03039195382313198	1236	886	1076	993	1	0.0010070493454179255
1:42322090-42322091	0.02212216291070448	896	691	801	761	1	0.001314060446780552
1:42322090-42322091	0.01610262027560939	632	527	586	567	0	0.0
1:42322090-42322091	0.011721022975334805	460	395	430	419	0	0.0
1:42322090-42322091	0.008531678524172805	350	315	331	327	0	0.0
1:42322090-42322091	0.006210169418915616	248	228	238	235	0	0.0
1:42322090-42322091	0.004520353656360241	174	164	170	167	0	0.0
1:42322090-42322091	0.0032903445623126675	121	113	117	114	0	0.0
1:42322090-42322091	0.002395026619987486	89	83	86	84	0	0.0
1:42322090-42322091	0.0017433288221999873	63	59	61	59	0	0.0
1:42322090-42322091	0.0012689610031679222	44	43	44	43	0	0.0
1:42322090-42322091	0.0009236708571873865	30	30	30	30	0	0.0
1:42322090-42322091	0.0006723357536499335	18	18	18	18	0	0.0
1:42322090-42322091	0.0004893900918477494	13	13	13	13	0	0.0
1:42322090-42322091	0.0003562247890262444	9	9	9	9	0	0.0
1:42322090-42322091	0.0002592943797404667	9	9	9	9	0	0.0
1:42322090-42322091	0.00018873918221350977	8	8	8	8	0	0.0
1:42322090-42322091	0.00013738237958832623	5	5	5	5	0	0.0
1:42322090-42322091	0.0001	4	4	4	4	0	0.0
1:43177546-43177547	1.0	38924	2036	3519	2345	1027	0.43795309168443497
1:43177546-43177547	0.7278953843983146	28366	1928	3357	2244	945	0.42112299465240643
1:43177546-43177547	0.5298316906283708	20649	1827	3164	2133	854	0.40037505860290673
1:43177546-43177547	0.38566204211634725	14962	1743	2970	2025	739	0.36493827160493825
1:43177546-43177547	0.2807216203941176	10888	1641	2776	1915	600	0.3133159268929504
1:43177546-43177547	0.20433597178569418	8026	1519	2541	1773	461	0.26001128031584886
1:43177546-43177547	0.14873521072935117	5796	1394	2267	1621	311	0.1918568784700802
1:43177546-43177547	0.1082636733874054	4293	1278	1982	1478	196	0.13261163734776726
1:43177546-43177547	0.07880462815669913	3153	1152	1717	1321	125	0.09462528387585163
1:43177546-43177547	0.05736152510448681	2291	1036	1451	1163	61	0.052450558899398106
1:43177546-43177547	0.041753189365604	1691	889	1184	984	29	0.029471544715447155
1:43177546-43177547	0.03039195382313198	1252	750	949	822	8	0.009732360097323601
1:43177546-43177547	0.02212216291070448	890	614	721	656	3	0.004573170731707317
1:43177546-43177547	0.01610262027560939	624	466	528	490	0	0.0
1:43177546-43177547	0.011721022975334805	456	372	413	389	0	0.0
1:43177546-43177547	0.008531678524172805	341	293	315	304	0	0.0
1:43177546-43177547	0.006210169418915616	261	230	243	237	0	0.0
1:43177546-43177547	0.004520353656360241	190	173	183	179	0	0.0
1:43177546-43177547	0.0032903445623126675	133	122	127	126	0	0.0
1:43177546-43177547	0.002395026619987486	89	83	88	87	0	0.0
1:43177546-43177547	0.0017433288221999873	61	58	60	60	0	0.0
1:43177546-43177547	0.0012689610031679222	46	44	46	46	0	0.0
1:43177546-43177547	0.0009236708571873865	30	30	30	30	0	0.0
1:43177546-43177547	0.0006723357536499335	20	20	20	20	0	0.0
1:43177546-43177547	0.0004893900918477494	17	17	17	17	0	0.0
1:43177546-43177547	0.0003562247890262444	11	11	11	11	0	0.0
1:43177546-43177547	0.0002592943797404667	6	6	6	6	0	0.0
1:43177546-43177547	0.00018873918221350977	6	6	6	6	0	0.0
1:43177546-43177547	0.00013738237958832623	4	4	4	4	0	0.0
1:43177546-43177547	0.0001	3	3	3	3	0	0.0
1:157822840-157822841	1.0	35853	2377	4145	2674	1290	0.4824233358264772
1:157822840-157822841	0.7278953843983146	26069	2277	3949	2564	1156	0.45085803432137284
1:157822840-157822841	0.5298316906283708	18925	2157	3745	2443	997	0.4081047891936144
1:157822840-157822841	0.38566204211634725	13700	2030	3457	2302	830	0.36055603822762816
1:157822840-157822841	0.2807216203941176	10006	1919	3182	2170	632	0.2912442396313364
1:157822840-157822841	0.20433597178569418	7297	1785	2868	2016	442	0.21924603174603174
1:157822840-157822841	0.14873521072935117	5293	1640	2531	1849	259	0.1400757166035695
1:157822840-157822841	0.1082636733874054	3844	1478	2174	1663	148	0.08899579073962718
1:157822840-157822841	0.07880462815669913	2916	1301	1850	1459	77	0.05277587388622344
1:157822840-157822841	0.05736152510448681	2160	1140	1523	1262	33	0.026148969889064975
1:157822840-157822841	0.041753189365604	1563	945	1201	1031	11	0.01066925315227934
1:157822840-157822841	0.03039195382313198	1166	783	944	834	5	0.005995203836930456
1:157822840-157822841	0.02212216291070448	855	630	732	663	3	0.004524886877828055
1:157822840-157822841	0.01610262027560939	630	493	556	515	3	0.005825242718446602
1:157822840-157822841	0.011721022975334805	472	391	434	406	0	0.0
1:157822840-157822841	0.008531678524172805	346	297	324	304	0	0.0
1:157822840-157822841	0.006210169418915616	253	232	244	233	0	0.0
1:157822840-157822841	0.004520353656360241	192	179	187	180	0	0.0
1:157822840-157822841	0.0032903445623126675	140	132	138	133	0	0.0
1:157822840-157822841	0.002395026619987486	91	89	91	89	0	0.0
1:157822840-157822841	0.0017433288221999873	66	65	66	65	0	0.0
1:157822840-157822841	0.0012689610031679222	45	44	45	44	0	0.0
1:157822840-157822841	0.0009236708571873865	32	32	32	32	0	0.0
1:157822840-157822841	0.0006723357536499335	23	23	23	23	0	0.0
1:157822840-157822841	0.0004893900918477494	19	19	19	19	0	0.0
1:157822840-157822841	0.0003562247890262444	16	16	16	16	0	0.0
1:157822840-157822841	0.0002592943797404667	12	12	12	12	0	0.0
1:157822840-157822841	0.00018873918221350977	8	8	8	8	0	0.0
1:157822840-157822841	0.00013738237958832623	8	8	8	8	0	0.0
1:157822840-157822841	0.0001	7	7	7	7	0	0.0
1:216205001-216205002	1.0	28981	1372	2321	1476	758	0.513550135501355
1:216205001-216205002	0.7278953843983146	21188	1332	2244	1434	700	0.4881450488145049
1:216205001-216205002	0.5298316906283708	15473	1285	2167	1386	645	0.4653679653679654
1:216205001-216205002	0.38566204211634725	11289	1235	2055	1334	569	0.42653673163418293
1:216205001-216205002	0.2807216203941176	8258	1177	1945	1272	483	0.37971698113207547
1:216205001-216205002	0.20433597178569418	5960	1109	1785	1204	381	0.3164451827242525
1:216205001-216205002	0.14873521072935117	4358	1039	1623	1134	277	0.24426807760141092
1:216205001-216205002	0.1082636733874054	3164	943	1413	1030	181	0.17572815533980582
1:216205001-216205002	0.07880462815669913	2311	849	1247	929	91	0.09795479009687837
1:216205001-216205002	0.05736152510448681	1658	742	1036	804	35	0.043532338308457715
1:216205001-216205002	0.041753189365604	1166	635	828	682	14	0.020527859237536656
1:216205001-216205002	0.03039195382313198	844	525	650	555	6	0.010810810810810811
1:216205001-216205002	0.02212216291070448	621	436	513	452	1	0.0022123893805309734
1:216205001-216205002	0.01610262027560939	442	333	384	343	1	0.0029154518950437317
1:216205001-216205002	0.011721022975334805	336	269	303	278	0	0.0
