target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:14368352-14368353	0.5298316906283708	8355	1104	2007	1270	552	0.4346456692913386
1:14368352-14368353	0.38566204211634725	6069	1041	1857	1196	440	0.36789297658862874
1:14368352-14368353	0.2807216203941176	4395	976	1692	1122	307	0.2736185383244207
1:14368352-14368353	0.20433597178569418	3187	898	1487	1023	196	0.19159335288367546
1:14368352-14368353	0.14873521072935117	2320	815	1268	919	111	0.12078346028291621
1:14368352-14368353	0.1082636733874054	1673	731	1068	817	48	0.0587515299877601
1:14368352-14368353	0.07880462815669913	1207	624	868	689	18	0.026124818577648767
1:14368352-14368353	0.05736152510448681	878	525	683	576	5	0.008680555555555556
1:14368352-14368353	0.041753189365604	631	428	521	457	2	0.00437636761487965
1:14368352-14368353	0.03039195382313198	458	346	401	366	1	0.00273224043715847
1:14368352-14368353	0.02212216291070448	340	280	309	292	0	0.0
1:14368352-14368353	0.01610262027560939	242	207	222	213	0	0.0
1:14368352-14368353	0.011721022975334805	186	164	177	169	0	0.0
1:14368352-14368353	0.008531678524172805	141	127	137	130	0	0.0
1:14368352-14368353	0.006210169418915616	98	92	96	94	0	0.0
1:14368352-14368353	0.004520353656360241	70	69	69	69	0	0.0
1:14368352-14368353	0.0032903445623126675	52	52	52	52	0	0.0
1:14368352-14368353	0.002395026619987486	36	36	36	36	0	0.0
1:14368352-14368353	0.0017433288221999873	25	25	25	25	0	0.0
1:14368352-14368353	0.0012689610031679222	19	19	19	19	0	0.0
1:14368352-14368353	0.0009236708571873865	12	12	12	12	0	0.0
1:14368352-14368353	0.0006723357536499335	8	8	8	8	0	0.0
1:14368352-14368353	0.0004893900918477494	7	7	7	7	0	0.0
1:14368352-14368353	0.0003562247890262444	6	6	6	6	0	0.0
1:14368352-14368353	0.0002592943797404667	5	5	5	5	0	0.0
1:14368352-14368353	0.00018873918221350977	5	5	5	5	0	0.0
1:14368352-14368353	0.00013738237958832623	2	2	2	2	0	0.0
1:14368352-14368353	0.0001	2	2	2	2	0	0.0
1:14586175-14586176	1.0	13097	1419	2707	1688	777	0.4603080568720379
1:14586175-14586176	0.7278953843983146	9594	1356	2535	1615	638	0.39504643962848296
1:14586175-14586176	0.5298316906283708	6860	1287	2327	1528	472	0.3089005235602094
1:14586175-14586176	0.38566204211634725	4978	1207	2086	1423	321	0.22557976106816585
1:14586175-14586176	0.2807216203941176	3617	1111	1834	1301	189	0.1452728670253651
1:14586175-14586176	0.20433597178569418	2625	1023	1567	1167	89	0.07626392459297343
1:14586175-14586176	0.14873521072935117	1928	911	1303	1017	39	0.038348082595870206
1:14586175-14586176	0.1082636733874054	1403	782	1039	851	21	0.024676850763807285
1:14586175-14586176	0.07880462815669913	1038	659	826	701	9	0.012838801711840228
1:14586175-14586176	0.05736152510448681	748	529	637	553	2	0.003616636528028933
1:14586175-14586176	0.041753189365604	542	417	484	431	1	0.002320185614849188
1:14586175-14586176	0.03039195382313198	405	332	373	341	0	0.0
1:14586175-14586176	0.02212216291070448	299	254	284	263	0	0.0
1:14586175-14586176	0.01610262027560939	224	193	213	200	0	0.0
1:14586175-14586176	0.011721022975334805	162	147	159	151	0	0.0
1:14586175-14586176	0.008531678524172805	112	105	111	107	0	0.0
1:14586175-14586176	0.006210169418915616	85	79	85	81	0	0.0
1:14586175-14586176	0.004520353656360241	64	61	64	62	0	0.0
1:14586175-14586176	0.0032903445623126675	45	42	45	43	0	0.0
1:14586175-14586176	0.002395026619987486	32	32	32	32	0	0.0
1:14586175-14586176	0.0017433288221999873	23	23	23	23	0	0.0
1:14586175-14586176	0.0012689610031679222	13	13	13	13	0	0.0
1:14586175-14586176	0.0009236708571873865	9	9	9	9	0	0.0
1:14586175-14586176	0.0006723357536499335	6	6	6	6	0	0.0
1:14586175-14586176	0.0004893900918477494	5	5	5	5	0	0.0
1:14586175-14586176	0.0003562247890262444	2	2	2	2	0	0.0
1:14586175-14586176	0.0002592943797404667	2	2	2	2	0	0.0
1:14586175-14586176	0.00018873918221350977	2	2	2	2	0	0.0
1:14586175-14586176	0.00013738237958832623	2	2	2	2	0	0.0
1:14586175-14586176	0.0001	1	1	1	1	0	0.0
1:167455590-167455591	1.0	13886	1229	2241	1367	742	0.542794440380395
1:167455590-167455591	0.7278953843983146	10107	1177	2132	1312	636	0.4847560975609756
1:167455590-167455591	0.5298316906283708	7318	1122	1993	1255	502	0.4
1:167455590-167455591	0.38566204211634725	5294	1058	1823	1182	363	0.30710659898477155
1:167455590-167455591	0.2807216203941176	3910	1003	1646	1119	235	0.21000893655049152
1:167455590-167455591	0.20433597178569418	2829	915	1404	1018	143	0.14047151277013753
1:167455590-167455591	0.14873521072935117	2073	826	1214	908	79	0.08700440528634361
1:167455590-167455591	0.1082636733874054	1517	735	1006	801	37	0.046192259675405745
1:167455590-167455591	0.07880462815669913	1118	622	803	672	17	0.025297619047619048
1:167455590-167455591	0.05736152510448681	816	523	640	559	6	0.01073345259391771
1:167455590-167455591	0.041753189365604	586	411	476	431	3	0.0069605568445475635
1:167455590-167455591	0.03039195382313198	436	326	371	342	1	0.0029239766081871343
1:167455590-167455591	0.02212216291070448	306	244	273	253	0	0.0
1:167455590-167455591	0.01610262027560939	225	191	205	196	0	0.0
1:167455590-167455591	0.011721022975334805	165	142	153	146	0	0.0
1:167455590-167455591	0.008531678524172805	112	100	105	102	0	0.0
1:167455590-167455591	0.006210169418915616	80	74	78	76	0	0.0
1:167455590-167455591	0.004520353656360241	62	57	60	58	0	0.0
1:167455590-167455591	0.0032903445623126675	47	44	46	44	0	0.0
1:167455590-167455591	0.002395026619987486	36	34	36	34	0	0.0
1:167455590-167455591	0.0017433288221999873	26	25	26	25	0	0.0
1:167455590-167455591	0.0012689610031679222	18	18	18	18	0	0.0
1:167455590-167455591	0.0009236708571873865	15	15	15	15	0	0.0
1:167455590-167455591	0.0006723357536499335	8	8	8	8	0	0.0
1:167455590-167455591	0.0004893900918477494	7	7	7	7	0	0.0
1:167455590-167455591	0.0003562247890262444	5	5	5	5	0	0.0
1:167455590-167455591	0.0002592943797404667	2	2	2	2	0	0.0
1:167455590-167455591	0.00018873918221350977	2	2	2	2	0	0.0
1:167455590-167455591	0.00013738237958832623	1	1	1	1	0	0.0
1:167455590-167455591	0.0001	1	1	1	1	0	0.0
1:240783200-240783201	1.0	20102	1357	2553	1548	900	0.5813953488372093
1:240783200-240783201	0.7278953843983146	14568	1308	2461	1496	818	0.5467914438502673
1:240783200-240783201	0.5298316906283708	10725	1248	2348	1432	718	0.5013966480446927
1:240783200-240783201	0.38566204211634725	7747	1197	2201	1371	575	0.4194018964259664
1:240783200-240783201	0.2807216203941176	5532	1128	2006	1293	396	0.3062645011600928
1:240783200-240783201	0.20433597178569418	4038	1050	1785	1202	247	0.20549084858569053
1:240783200-240783201	0.14873521072935117	2931	973	1550	1104	132	0.11956521739130435
1:240783200-240783201	0.1082636733874054	2116	865	1296	980	65	0.0663265306122449
1:240783200-240783201	0.07880462815669913	1537	767	1065	861	27	0.0313588850174216
1:240783200-240783201	0.05736152510448681	1104	647	847	718	12	0.016713091922005572
1:240783200-240783201	0.041753189365604	809	532	663	583	5	0.008576329331046312
1:240783200-240783201	0.03039195382313198	595	418	507	453	0	0.0
1:240783200-240783201	0.02212216291070448	436	335	394	360	0	0.0
1:240783200-240783201	0.01610262027560939	310	263	290	276	0	0.0
1:240783200-240783201	0.011721022975334805	227	201	217	209	0	0.0
1:240783200-240783201	0.008531678524172805	164	152	156	155	0	0.0
1:240783200-240783201	0.006210169418915616	115	113	113	113	0	0.0
1:240783200-240783201	0.004520353656360241	88	87	87	87	0	0.0
1:240783200-240783201	0.0032903445623126675	73	73	73	73	0	0.0
1:240783200-240783201	0.002395026619987486	55	55	55	55	0	0.0
1:240783200-240783201	0.0017433288221999873	43	43	43	43	0	0.0
1:240783200-240783201	0.0012689610031679222	29	29	29	29	0	0.0
1:240783200-240783201	0.0009236708571873865	22	22	22	22	0	0.0
1:240783200-240783201	0.0006723357536499335	18	18	18	18	0	0.0
1:240783200-240783201	0.0004893900918477494	14	14	14	14	0	0.0
1:240783200-240783201	0.0003562247890262444	13	13	13	13	0	0.0
1:240783200-240783201	0.0002592943797404667	8	8	8	8	0	0.0
1:240783200-240783201	0.00018873918221350977	4	4	4	4	0	0.0
1:240783200-240783201	0.00013738237958832623	4	4	4	4	0	0.0
1:240783200-240783201	0.0001	4	4	4	4	0	0.0
1:181641565-181641566	1.0	12506	930	1684	1031	568	0.550921435499515
1:181641565-181641566	0.7278953843983146	9146	897	1609	994	514	0.5171026156941649
1:181641565-181641566	0.5298316906283708	6677	870	1533	964	446	0.46265560165975106
1:181641565-181641566	0.38566204211634725	4899	826	1434	917	351	0.38276990185387133
1:181641565-181641566	0.2807216203941176	3525	769	1298	853	251	0.29425556858147717
1:181641565-181641566	0.20433597178569418	2579	720	1165	801	169	0.21098626716604243
1:181641565-181641566	0.14873521072935117	1885	657	1020	729	96	0.13168724279835392
1:181641565-181641566	0.1082636733874054	1414	593	875	659	56	0.08497723823975721
1:181641565-181641566	0.07880462815669913	1026	516	731	576	24	0.041666666666666664
1:181641565-181641566	0.05736152510448681	751	429	584	478	10	0.02092050209205021
1:181641565-181641566	0.041753189365604	536	355	448	381	5	0.013123359580052493
1:181641565-181641566	0.03039195382313198	386	281	336	295	1	0.003389830508474576
1:181641565-181641566	0.02212216291070448	265	213	245	222	0	0.0
1:181641565-181641566	0.01610262027560939	194	166	183	170	0	0.0
1:181641565-181641566	0.011721022975334805	143	131	138	131	0	0.0
1:181641565-181641566	0.008531678524172805	102	93	98	93	0	0.0
1:181641565-181641566	0.006210169418915616	83	75	80	75	0	0.0
1:181641565-181641566	0.004520353656360241	58	54	56	54	0	0.0
1:181641565-181641566	0.0032903445623126675	47	44	46	44	0	0.0
1:181641565-181641566	0.002395026619987486	31	30	31	30	0	0.0
1:181641565-181641566	0.0017433288221999873	24	24	24	24	0	0.0
1:181641565-181641566	0.0012689610031679222	15	15	15	15	0	0.0
1:181641565-181641566	0.0009236708571873865	9	9	9	9	0	0.0
1:181641565-181641566	0.0006723357536499335	4	4	4	4	0	0.0
1:181641565-181641566	0.0004893900918477494	4	4	4	4	0	0.0
1:181641565-181641566	0.0003562247890262444	3	3	3	3	0	0.0
1:181641565-181641566	0.0002592943797404667	2	2	2	2	0	0.0
1:181641565-181641566	0.00018873918221350977	1	1	1	1	0	0.0
1:181641565-181641566	0.00013738237958832623	1	1	1	1	0	0.0
1:181641565-181641566	0.0001	1	1	1	1	0	0.0
1:117885538-117885539	1.0	15452	1377	2641	1600	874	0.54625
1:117885538-117885539	0.7278953843983146	11234	1327	2515	1546	734	0.47477360931435963
1:117885538-117885539	0.5298316906283708	8278	1274	2356	1490	591	0.39664429530201345
1:117885538-117885539	0.38566204211634725	6033	1201	2139	1404	431	0.306980056980057
1:117885538-117885539	0.2807216203941176	4377	1120	1897	1311	270	0.20594965675057209
1:117885538-117885539	0.20433597178569418	3235	1045	1676	1218	162	0.1330049261083744
1:117885538-117885539	0.14873521072935117	2380	949	1443	1096	81	0.0739051094890511
1:117885538-117885539	0.1082636733874054	1704	819	1158	937	36	0.0384204909284952
1:117885538-117885539	0.07880462815669913	1229	700	917	781	13	0.016645326504481434
1:117885538-117885539	0.05736152510448681	903	574	717	633	4	0.00631911532385466
1:117885538-117885539	0.041753189365604	659	464	552	509	2	0.003929273084479371
1:117885538-117885539	0.03039195382313198	466	356	406	385	1	0.0025974025974025974
1:117885538-117885539	0.02212216291070448	357	296	326	315	0	0.0
1:117885538-117885539	0.01610262027560939	258	225	244	238	0	0.0
1:117885538-117885539	0.011721022975334805	192	176	185	182	0	0.0
1:117885538-117885539	0.008531678524172805	145	135	141	139	0	0.0
1:117885538-117885539	0.006210169418915616	108	101	104	103	0	0.0
1:117885538-117885539	0.004520353656360241	72	70	72	72	0	0.0
1:117885538-117885539	0.0032903445623126675	50	49	50	50	0	0.0
1:117885538-117885539	0.002395026619987486	38	38	38	38	0	0.0
1:117885538-117885539	0.0017433288221999873	27	27	27	27	0	0.0
1:117885538-117885539	0.0012689610031679222	17	17	17	17	0	0.0
1:117885538-117885539	0.0009236708571873865	13	13	13	13	0	0.0
1:117885538-117885539	0.0006723357536499335	13	13	13	13	0	0.0
1:117885538-117885539	0.0004893900918477494	11	11	11	11	0	0.0
1:117885538-117885539	0.0003562247890262444	6	6	6	6	0	0.0
1:117885538-117885539	0.0002592943797404667	5	5	5	5	0	0.0
1:117885538-117885539	0.00018873918221350977	4	4	4	4	0	0.0
1:117885538-117885539	0.00013738237958832623	3	3	3	3	0	0.0
1:117885538-117885539	0.0001	3	3	3	3	0	0.0
1:25581877-25581878	1.0	15121	1355	2503	1518	804	0.5296442687747036
1:25581877-25581878	0.7278953843983146	10876	1300	2366	1454	676	0.4649243466299862
1:25581877-25581878	0.5298316906283708	7807	1230	2194	1387	527	0.37995674116798844
1:25581877-25581878	0.38566204211634725	5690	1158	2007	1311	399	0.30434782608695654
1:25581877-25581878	0.2807216203941176	4112	1077	1785	1219	259	0.2124692370795734
1:25581877-25581878	0.20433597178569418	2988	966	1525	1095	152	0.13881278538812786
1:25581877-25581878	0.14873521072935117	2153	856	1292	971	80	0.082389289392379
1:25581877-25581878	0.1082636733874054	1590	741	1059	828	37	0.04468599033816425
1:25581877-25581878	0.07880462815669913	1152	625	843	695	17	0.02446043165467626
1:25581877-25581878	0.05736152510448681	859	524	667	576	7	0.012152777777777778
1:25581877-25581878	0.041753189365604	639	434	530	469	2	0.0042643923240938165
1:25581877-25581878	0.03039195382313198	463	348	409	373	0	0.0
1:25581877-25581878	0.02212216291070448	326	262	295	273	0	0.0
1:25581877-25581878	0.01610262027560939	238	209	229	217	0	0.0
1:25581877-25581878	0.011721022975334805	174	155	167	159	0	0.0
1:25581877-25581878	0.008531678524172805	124	113	119	114	0	0.0
1:25581877-25581878	0.006210169418915616	86	79	83	79	0	0.0
1:25581877-25581878	0.004520353656360241	61	59	60	59	0	0.0
1:25581877-25581878	0.0032903445623126675	42	40	41	40	0	0.0
1:25581877-25581878	0.002395026619987486	22	20	21	20	0	0.0
1:25581877-25581878	0.0017433288221999873	19	17	18	17	0	0.0
1:25581877-25581878	0.0012689610031679222	16	14	15	14	0	0.0
1:25581877-25581878	0.0009236708571873865	15	13	14	13	0	0.0
1:25581877-25581878	0.0006723357536499335	8	8	8	8	0	0.0
1:25581877-25581878	0.0004893900918477494	5	5	5	5	0	0.0
1:25581877-25581878	0.0003562247890262444	4	4	4	4	0	0.0
1:25581877-25581878	0.0002592943797404667	3	3	3	3	0	0.0
1:25581877-25581878	0.00018873918221350977	2	2	2	2	0	0.0
1:25581877-25581878	0.00013738237958832623	1	1	1	1	0	0.0
1:25581877-25581878	0.0001	1	1	1	1	0	0.0
1:26351319-26351320	1.0	13358	1252	2374	1452	772	0.5316804407713499
1:26351319-26351320	0.7278953843983146	9605	1200	2250	1394	641	0.4598278335724534
1:26351319-26351320	0.5298316906283708	7059	1150	2100	1335	494	0.3700374531835206
1:26351319-26351320	0.38566204211634725	5149	1083	1938	1262	358	0.2836767036450079
1:26351319-26351320	0.2807216203941176	3732	1000	1707	1162	230	0.19793459552495696
1:26351319-26351320	0.20433597178569418	2706	908	1471	1049	123	0.11725452812202097
1:26351319-26351320	0.14873521072935117	1969	803	1235	926	60	0.06479481641468683
1:26351319-26351320	0.1082636733874054	1412	687	986	781	31	0.03969270166453265
1:26351319-26351320	0.07880462815669913	1014	569	778	644	14	0.021739130434782608
1:26351319-26351320	0.05736152510448681	747	473	618	533	2	0.00375234521575985
1:26351319-26351320	0.041753189365604	564	385	484	429	2	0.004662004662004662
1:26351319-26351320	0.03039195382313198	401	305	362	334	1	0.0029940119760479044
1:26351319-26351320	0.02212216291070448	298	237	274	258	1	0.003875968992248062
1:26351319-26351320	0.01610262027560939	231	190	216	204	0	0.0
1:26351319-26351320	0.011721022975334805	163	139	156	147	0	0.0
1:26351319-26351320	0.008531678524172805	121	106	117	112	0	0.0
1:26351319-26351320	0.006210169418915616	88	77	84	82	0	0.0
1:26351319-26351320	0.004520353656360241	66	58	63	61	0	0.0
1:26351319-26351320	0.0032903445623126675	44	41	43	42	0	0.0
1:26351319-26351320	0.002395026619987486	29	29	29	29	0	0.0
1:26351319-26351320	0.0017433288221999873	25	25	25	25	0	0.0
1:26351319-26351320	0.0012689610031679222	19	19	19	19	0	0.0
1:26351319-26351320	0.0009236708571873865	13	13	13	13	0	0.0
1:26351319-26351320	0.0006723357536499335	7	7	7	7	0	0.0
1:26351319-26351320	0.0004893900918477494	5	5	5	5	0	0.0
1:26351319-26351320	0.0003562247890262444	1	1	1	1	0	0.0
1:26351319-26351320	0.0002592943797404667	1	1	1	1	0	0.0
