target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:24903062-24903063	0.006210169418915616	99	97	128	96	32	0.3333333333333333
1:24903062-24903063	0.004520353656360241	74	73	96	72	24	0.3333333333333333
1:24903062-24903063	0.0032903445623126675	53	52	68	52	16	0.3076923076923077
1:24903062-24903063	0.002395026619987486	36	35	43	35	8	0.22857142857142856
1:24903062-24903063	0.0017433288221999873	26	26	33	26	7	0.2692307692307692
1:24903062-24903063	0.0012689610031679222	25	25	31	25	6	0.24
1:24903062-24903063	0.0009236708571873865	16	16	19	16	3	0.1875
1:24903062-24903063	0.0006723357536499335	12	12	13	12	1	0.08333333333333333
1:24903062-24903063	0.0004893900918477494	9	9	10	9	1	0.1111111111111111
1:24903062-24903063	0.0003562247890262444	8	8	8	8	0	0.0
1:24903062-24903063	0.0002592943797404667	7	7	7	7	0	0.0
1:24903062-24903063	0.00018873918221350977	6	6	6	6	0	0.0
1:24903062-24903063	0.00013738237958832623	4	4	4	4	0	0.0
1:24903062-24903063	0.0001	3	3	3	3	0	0.0
1:29694877-29694878	1.0	31730	11656	11642	11419	223	0.019528855416411244
1:29694877-29694878	0.7278953843983146	22945	8792	8805	8591	214	0.02490978931439879
1:29694877-29694878	0.5298316906283708	16704	6729	6786	6578	208	0.03162055335968379
1:29694877-29694878	0.38566204211634725	12221	5140	5205	4998	207	0.04141656662665066
1:29694877-29694878	0.2807216203941176	8951	3923	3986	3786	200	0.05282620179609086
1:29694877-29694878	0.20433597178569418	6409	2945	3037	2839	198	0.06974286720676294
1:29694877-29694878	0.14873521072935117	4606	2221	2336	2141	195	0.0910789350770668
1:29694877-29694878	0.1082636733874054	3357	1719	1836	1647	189	0.11475409836065574
1:29694877-29694878	0.07880462815669913	2447	1358	1490	1306	184	0.14088820826952528
1:29694877-29694878	0.05736152510448681	1783	1042	1180	1004	176	0.1752988047808765
1:29694877-29694878	0.041753189365604	1283	822	959	797	162	0.20326223337515684
1:29694877-29694878	0.03039195382313198	953	662	790	646	144	0.22291021671826625
1:29694877-29694878	0.02212216291070448	684	503	617	491	126	0.25661914460285135
1:29694877-29694878	0.01610262027560939	499	393	490	382	108	0.28272251308900526
1:29694877-29694878	0.011721022975334805	358	297	380	290	90	0.3103448275862069
1:29694877-29694878	0.008531678524172805	259	224	293	220	73	0.33181818181818185
1:29694877-29694878	0.006210169418915616	191	170	230	170	60	0.35294117647058826
1:29694877-29694878	0.004520353656360241	133	120	167	121	46	0.38016528925619836
1:29694877-29694878	0.0032903445623126675	98	92	127	93	34	0.3655913978494624
1:29694877-29694878	0.002395026619987486	64	61	84	61	23	0.3770491803278688
1:29694877-29694878	0.0017433288221999873	53	50	69	50	19	0.38
1:29694877-29694878	0.0012689610031679222	39	38	49	38	11	0.2894736842105263
1:29694877-29694878	0.0009236708571873865	28	28	35	28	7	0.25
1:29694877-29694878	0.0006723357536499335	21	21	27	21	6	0.2857142857142857
1:29694877-29694878	0.0004893900918477494	14	14	17	14	3	0.21428571428571427
1:29694877-29694878	0.0003562247890262444	11	11	13	11	2	0.18181818181818182
1:29694877-29694878	0.0002592943797404667	7	7	8	7	1	0.14285714285714285
1:29694877-29694878	0.00018873918221350977	5	5	6	5	1	0.2
1:29694877-29694878	0.00013738237958832623	5	5	6	5	1	0.2
1:29694877-29694878	0.0001	4	4	4	4	0	0.0
1:35158833-35158834	1.0	30111	11020	11147	10922	225	0.02060062259659403
1:35158833-35158834	0.7278953843983146	21765	8325	8440	8221	219	0.0266390950006082
1:35158833-35158834	0.5298316906283708	15815	6281	6390	6176	214	0.03465025906735751
1:35158833-35158834	0.38566204211634725	11363	4693	4800	4588	212	0.046207497820401046
1:35158833-35158834	0.2807216203941176	8257	3612	3739	3529	210	0.05950694247662227
1:35158833-35158834	0.20433597178569418	5989	2756	2888	2687	201	0.07480461481205805
1:35158833-35158834	0.14873521072935117	4319	2112	2259	2061	198	0.09606986899563319
1:35158833-35158834	0.1082636733874054	3100	1594	1748	1554	194	0.12483912483912483
1:35158833-35158834	0.07880462815669913	2259	1221	1376	1188	188	0.15824915824915825
1:35158833-35158834	0.05736152510448681	1647	950	1107	926	181	0.19546436285097193
1:35158833-35158834	0.041753189365604	1162	710	861	693	168	0.24242424242424243
1:35158833-35158834	0.03039195382313198	836	553	696	540	156	0.28888888888888886
1:35158833-35158834	0.02212216291070448	640	453	582	440	142	0.32272727272727275
1:35158833-35158834	0.01610262027560939	453	344	460	340	120	0.35294117647058826
1:35158833-35158834	0.011721022975334805	328	266	369	265	104	0.39245283018867927
1:35158833-35158834	0.008531678524172805	246	208	291	207	84	0.4057971014492754
1:35158833-35158834	0.006210169418915616	176	150	211	151	60	0.3973509933774834
1:35158833-35158834	0.004520353656360241	133	117	167	119	48	0.40336134453781514
1:35158833-35158834	0.0032903445623126675	96	89	129	91	38	0.4175824175824176
1:35158833-35158834	0.002395026619987486	74	69	97	71	26	0.36619718309859156
1:35158833-35158834	0.0017433288221999873	54	51	72	52	20	0.38461538461538464
1:35158833-35158834	0.0012689610031679222	42	41	59	42	17	0.40476190476190477
1:35158833-35158834	0.0009236708571873865	32	31	47	32	15	0.46875
1:35158833-35158834	0.0006723357536499335	25	24	37	25	12	0.48
1:35158833-35158834	0.0004893900918477494	22	22	33	22	11	0.5
1:35158833-35158834	0.0003562247890262444	17	17	27	17	10	0.5882352941176471
1:35158833-35158834	0.0002592943797404667	13	13	22	13	9	0.6923076923076923
1:35158833-35158834	0.00018873918221350977	10	10	17	10	7	0.7
1:35158833-35158834	0.00013738237958832623	6	6	10	6	4	0.6666666666666666
1:35158833-35158834	0.0001	4	4	7	4	3	0.75
1:188740935-188740936	1.0	15881	5217	5200	5088	112	0.0220125786163522
1:188740935-188740936	0.7278953843983146	11536	3984	3957	3851	106	0.027525318099195013
1:188740935-188740936	0.5298316906283708	8405	3048	3004	2902	102	0.03514817367332874
1:188740935-188740936	0.38566204211634725	6106	2347	2331	2235	96	0.042953020134228186
1:188740935-188740936	0.2807216203941176	4427	1783	1794	1700	94	0.05529411764705883
1:188740935-188740936	0.20433597178569418	3199	1370	1396	1304	92	0.0705521472392638
1:188740935-188740936	0.14873521072935117	2310	1041	1087	997	90	0.09027081243731194
1:188740935-188740936	0.1082636733874054	1660	807	857	768	89	0.11588541666666667
1:188740935-188740936	0.07880462815669913	1181	606	665	582	83	0.14261168384879724
1:188740935-188740936	0.05736152510448681	860	474	533	457	76	0.16630196936542668
1:188740935-188740936	0.041753189365604	613	366	429	357	72	0.20168067226890757
1:188740935-188740936	0.03039195382313198	453	292	356	289	67	0.23183391003460208
1:188740935-188740936	0.02212216291070448	335	241	300	238	62	0.2605042016806723
1:188740935-188740936	0.01610262027560939	229	175	226	172	54	0.313953488372093
1:188740935-188740936	0.011721022975334805	173	140	181	136	45	0.33088235294117646
1:188740935-188740936	0.008531678524172805	122	108	139	105	34	0.3238095238095238
1:188740935-188740936	0.006210169418915616	89	80	104	78	26	0.3333333333333333
1:188740935-188740936	0.004520353656360241	62	59	80	58	22	0.3793103448275862
1:188740935-188740936	0.0032903445623126675	44	43	60	43	17	0.3953488372093023
1:188740935-188740936	0.002395026619987486	30	30	41	30	11	0.36666666666666664
1:188740935-188740936	0.0017433288221999873	20	20	29	20	9	0.45
1:188740935-188740936	0.0012689610031679222	11	11	17	11	6	0.5454545454545454
1:188740935-188740936	0.0009236708571873865	8	8	11	8	3	0.375
1:188740935-188740936	0.0006723357536499335	8	8	11	8	3	0.375
1:188740935-188740936	0.0004893900918477494	6	6	9	6	3	0.5
1:188740935-188740936	0.0003562247890262444	4	4	6	4	2	0.5
1:188740935-188740936	0.0002592943797404667	3	3	5	3	2	0.6666666666666666
1:188740935-188740936	0.00018873918221350977	1	1	1	1	0	0.0
1:188740935-188740936	0.00013738237958832623	1	1	1	1	0	0.0
1:188740935-188740936	0.0001	1	1	1	1	0	0.0
1:52394700-52394701	0.7278953843983146	20678	7563	7615	7445	170	0.022834116856950974
1:52394700-52394701	0.5298316906283708	14998	5688	5707	5541	166	0.029958491247067315
1:52394700-52394701	0.38566204211634725	10909	4317	4333	4170	163	0.03908872901678657
1:52394700-52394701	0.2807216203941176	7919	3286	3326	3167	159	0.050205241553520685
1:52394700-52394701	0.20433597178569418	5721	2477	2539	2382	157	0.06591099916036944
1:52394700-52394701	0.14873521072935117	4096	1854	1933	1779	154	0.0865654862282181
1:52394700-52394701	0.1082636733874054	2941	1393	1485	1335	150	0.11235955056179775
1:52394700-52394701	1.0	28362	9829	9964	9788	176	0.01798120147118921
1:52394700-52394701	0.07880462815669913	2109	1065	1163	1017	146	0.14355948869223206
1:52394700-52394701	0.05736152510448681	1552	828	937	795	142	0.17861635220125785
1:52394700-52394701	0.041753189365604	1142	653	754	627	127	0.2025518341307815
1:52394700-52394701	0.03039195382313198	857	535	638	516	122	0.2364341085271318
1:52394700-52394701	0.02212216291070448	623	410	507	403	104	0.25806451612903225
1:52394700-52394701	0.01610262027560939	466	324	415	316	99	0.31329113924050633
1:52394700-52394701	0.011721022975334805	355	266	347	262	85	0.3244274809160305
1:52394700-52394701	0.008531678524172805	265	204	272	201	71	0.35323383084577115
1:52394700-52394701	0.006210169418915616	196	160	218	156	62	0.3974358974358974
1:52394700-52394701	0.004520353656360241	146	122	173	120	53	0.44166666666666665
1:52394700-52394701	0.0032903445623126675	103	88	125	86	39	0.45348837209302323
1:52394700-52394701	0.002395026619987486	75	69	98	68	30	0.4411764705882353
1:52394700-52394701	0.0017433288221999873	59	55	76	54	22	0.4074074074074074
1:52394700-52394701	0.0012689610031679222	38	36	52	36	16	0.4444444444444444
1:52394700-52394701	0.0009236708571873865	24	24	35	24	11	0.4583333333333333
1:52394700-52394701	0.0006723357536499335	18	18	28	18	10	0.5555555555555556
1:52394700-52394701	0.0004893900918477494	14	14	21	14	7	0.5
1:52394700-52394701	0.0003562247890262444	11	11	18	11	7	0.6363636363636364
1:52394700-52394701	0.0002592943797404667	6	6	10	6	4	0.6666666666666666
1:52394700-52394701	0.00018873918221350977	4	4	6	4	2	0.5
1:52394700-52394701	0.00013738237958832623	3	3	4	3	1	0.3333333333333333
1:52394700-52394701	0.0001	3	3	4	3	1	0.3333333333333333
1:203613786-203613787	1.0	23642	7023	7111	6991	120	0.017164926333857817
1:203613786-203613787	0.7278953843983146	17140	5354	5420	5300	120	0.022641509433962263
1:203613786-203613787	0.5298316906283708	12392	4045	4102	3983	119	0.029876977152899824
1:203613786-203613787	0.38566204211634725	9023	3058	3121	3004	117	0.03894806924101198
1:203613786-203613787	0.2807216203941176	6563	2342	2398	2283	115	0.05037231712658782
1:203613786-203613787	0.20433597178569418	4783	1810	1884	1770	114	0.06440677966101695
1:203613786-203613787	0.14873521072935117	3459	1369	1454	1342	112	0.08345752608047691
1:203613786-203613787	0.1082636733874054	2468	1043	1130	1019	111	0.10893032384690873
1:203613786-203613787	0.07880462815669913	1820	801	885	776	109	0.1404639175257732
1:203613786-203613787	0.05736152510448681	1336	640	725	618	107	0.17313915857605178
1:203613786-203613787	0.041753189365604	985	518	604	498	106	0.21285140562248997
1:203613786-203613787	0.03039195382313198	709	418	511	408	103	0.25245098039215685
1:203613786-203613787	0.02212216291070448	526	340	429	334	95	0.2844311377245509
1:203613786-203613787	0.01610262027560939	384	268	351	266	85	0.31954887218045114
1:203613786-203613787	0.011721022975334805	285	216	289	215	74	0.34418604651162793
1:203613786-203613787	0.008531678524172805	218	173	235	173	62	0.3583815028901734
1:203613786-203613787	0.006210169418915616	158	130	175	128	47	0.3671875
1:203613786-203613787	0.004520353656360241	119	101	138	101	37	0.36633663366336633
1:203613786-203613787	0.0032903445623126675	85	75	101	75	26	0.3466666666666667
1:203613786-203613787	0.002395026619987486	61	54	74	55	19	0.34545454545454546
1:203613786-203613787	0.0017433288221999873	35	35	47	35	12	0.34285714285714286
1:203613786-203613787	0.0012689610031679222	24	24	31	24	7	0.2916666666666667
1:203613786-203613787	0.0009236708571873865	17	17	23	17	6	0.35294117647058826
1:203613786-203613787	0.0006723357536499335	13	13	18	13	5	0.38461538461538464
1:203613786-203613787	0.0004893900918477494	8	8	11	8	3	0.375
1:203613786-203613787	0.0003562247890262444	7	7	10	7	3	0.42857142857142855
1:203613786-203613787	0.0002592943797404667	7	7	10	7	3	0.42857142857142855
1:203613786-203613787	0.00018873918221350977	6	6	8	6	2	0.3333333333333333
1:203613786-203613787	0.00013738237958832623	5	5	7	5	2	0.4
1:203613786-203613787	0.0001	5	5	7	5	2	0.4
1:152472190-152472191	1.0	24606	10911	11056	10800	256	0.023703703703703703
1:152472190-152472191	0.7278953843983146	17824	8275	8423	8170	253	0.030966952264381883
1:152472190-152472191	0.5298316906283708	12942	6220	6373	6129	244	0.039810735845978135
1:152472190-152472191	0.38566204211634725	9390	4691	4848	4607	241	0.05231169958758411
1:152472190-152472191	0.2807216203941176	6774	3551	3706	3474	232	0.0667818077144502
1:152472190-152472191	0.20433597178569418	4927	2715	2888	2667	221	0.08286464191976003
1:152472190-152472191	0.14873521072935117	3601	2039	2229	2016	213	0.1056547619047619
1:152472190-152472191	0.1082636733874054	2575	1545	1728	1525	203	0.13311475409836065
1:152472190-152472191	0.07880462815669913	1897	1219	1398	1206	192	0.15920398009950248
1:152472190-152472191	0.05736152510448681	1395	941	1105	926	179	0.19330453563714903
1:152472190-152472191	0.041753189365604	992	719	871	709	162	0.22849083215796898
1:152472190-152472191	0.03039195382313198	734	572	714	571	143	0.2504378283712785
1:152472190-152472191	0.02212216291070448	534	435	554	439	115	0.2619589977220957
1:152472190-152472191	0.01610262027560939	400	340	443	345	98	0.28405797101449276
1:152472190-152472191	0.011721022975334805	289	251	333	255	78	0.3058823529411765
1:152472190-152472191	0.008531678524172805	222	203	266	205	61	0.2975609756097561
1:152472190-152472191	0.006210169418915616	168	157	205	157	48	0.3057324840764331
1:152472190-152472191	0.004520353656360241	107	102	138	103	35	0.33980582524271846
1:152472190-152472191	0.0032903445623126675	79	78	106	78	28	0.358974358974359
1:152472190-152472191	0.002395026619987486	55	54	74	54	20	0.37037037037037035
1:152472190-152472191	0.0017433288221999873	40	39	52	39	13	0.3333333333333333
1:152472190-152472191	0.0012689610031679222	30	29	39	29	10	0.3448275862068966
1:152472190-152472191	0.0009236708571873865	21	21	29	21	8	0.38095238095238093
1:152472190-152472191	0.0006723357536499335	13	13	18	13	5	0.38461538461538464
1:152472190-152472191	0.0004893900918477494	9	9	12	9	3	0.3333333333333333
1:152472190-152472191	0.0003562247890262444	7	7	9	7	2	0.2857142857142857
1:152472190-152472191	0.0002592943797404667	6	6	7	6	1	0.16666666666666666
1:152472190-152472191	0.00018873918221350977	6	6	7	6	1	0.16666666666666666
1:152472190-152472191	0.00013738237958832623	2	2	2	2	0	0.0
1:152472190-152472191	0.0001	1	1	1	1	0	0.0
1:228358431-228358432	1.0	25005	10808	10869	10614	255	0.024024872809496892
1:228358431-228358432	0.7278953843983146	18062	8152	8180	7937	243	0.030616101801688295
1:228358431-228358432	0.5298316906283708	13055	6156	6218	5983	235	0.0392779542035768
1:228358431-228358432	0.38566204211634725	9461	4664	4765	4539	226	0.049790702797973124
1:228358431-228358432	0.2807216203941176	6845	3540	3657	3436	221	0.06431897555296857
1:228358431-228358432	0.20433597178569418	5018	2682	2812	2597	215	0.08278783211397767
1:228358431-228358432	0.14873521072935117	3647	2057	2200	1989	211	0.10608345902463549
1:228358431-228358432	0.1082636733874054	2672	1560	1718	1510	208	0.13774834437086092
1:228358431-228358432	0.07880462815669913	1922	1174	1332	1141	191	0.16739702015775634
1:228358431-228358432	0.05736152510448681	1411	909	1080	898	182	0.2026726057906459
1:228358431-228358432	0.041753189365604	1050	721	878	713	165	0.2314165497896213
1:228358431-228358432	0.03039195382313198	771	574	714	569	145	0.2548330404217926
1:228358431-228358432	0.02212216291070448	573	449	566	446	120	0.26905829596412556
1:228358431-228358432	0.01610262027560939	414	346	442	340	102	0.3
1:228358431-228358432	0.011721022975334805	296	258	331	255	76	0.2980392156862745
1:228358431-228358432	0.008531678524172805	217	200	258	196	62	0.3163265306122449
1:228358431-228358432	0.006210169418915616	159	147	190	145	45	0.3103448275862069
1:228358431-228358432	0.004520353656360241	117	110	143	109	34	0.3119266055045872
1:228358431-228358432	0.0032903445623126675	77	74	97	74	23	0.3108108108108108
1:228358431-228358432	0.002395026619987486	49	48	63	48	15	0.3125
1:228358431-228358432	0.0017433288221999873	38	37	51	37	14	0.3783783783783784
1:228358431-228358432	0.0012689610031679222	25	25	36	25	11	0.44
1:228358431-228358432	0.0009236708571873865	20	20	27	20	7	0.35
1:228358431-228358432	0.0006723357536499335	14	14	19	14	5	0.35714285714285715
1:228358431-228358432	0.0004893900918477494	11	11	15	11	4	0.36363636363636365
1:228358431-228358432	0.0003562247890262444	7	7	10	7	3	0.42857142857142855
1:228358431-228358432	0.0002592943797404667	6	6	8	6	2	0.3333333333333333
1:228358431-228358432	0.00018873918221350977	3	3	4	3	1	0.3333333333333333
1:228358431-228358432	0.00013738237958832623	3	3	4	3	1	0.3333333333333333
1:228358431-228358432	0.0001	1	1	2	1	1	1.0
1:224690818-224690819	1.0	12281	6227	5570	5474	96	0.0175374497625137
1:224690818-224690819	0.7278953843983146	8909	4743	4240	4144	96	0.023166023166023165
1:224690818-224690819	0.5298316906283708	6449	3559	3223	3133	90	0.02872646026172997
1:224690818-224690819	0.38566204211634725	4653	2705	2456	2369	87	0.036724356268467706
1:224690818-224690819	0.2807216203941176	3349	2059	1878	1796	82	0.045657015590200446
1:224690818-224690819	0.20433597178569418	2431	1559	1454	1375	79	0.05745454545454545
1:224690818-224690819	0.14873521072935117	1761	1190	1130	1055	75	0.07109004739336493
1:224690818-224690819	0.1082636733874054	1293	908	882	814	68	0.08353808353808354
1:224690818-224690819	0.07880462815669913	921	672	666	605	61	0.10082644628099173
1:224690818-224690819	0.05736152510448681	683	523	530	474	56	0.11814345991561181
1:224690818-224690819	0.041753189365604	502	397	411	361	50	0.13850415512465375
1:224690818-224690819	0.03039195382313198	375	307	321	278	43	0.15467625899280577
1:224690818-224690819	0.02212216291070448	258	226	247	208	39	0.1875
1:224690818-224690819	0.01610262027560939	196	171	195	161	34	0.2111801242236025
1:224690818-224690819	0.011721022975334805	149	135	156	129	27	0.20930232558139536
1:224690818-224690819	0.008531678524172805	103	94	112	92	20	0.21739130434782608
1:224690818-224690819	0.006210169418915616	77	73	88	72	16	0.2222222222222222
1:224690818-224690819	0.004520353656360241	54	51	65	51	14	0.27450980392156865
1:224690818-224690819	0.0032903445623126675	41	40	53	40	13	0.325
1:224690818-224690819	0.002395026619987486	34	33	46	33	13	0.3939393939393939
1:224690818-224690819	0.0017433288221999873	26	25	36	25	11	0.44
1:224690818-224690819	0.0012689610031679222	21	20	30	20	10	0.5
1:224690818-224690819	0.0009236708571873865	15	15	22	15	7	0.4666666666666667
1:224690818-224690819	0.0006723357536499335	11	11	17	11	6	0.5454545454545454
1:224690818-224690819	0.0004893900918477494	9	9	14	9	5	0.5555555555555556
1:224690818-224690819	0.0003562247890262444	8	8	12	8	4	0.5
1:224690818-224690819	0.0002592943797404667	6	6	9	6	3	0.5
1:224690818-224690819	0.00018873918221350977	3	3	5	3	2	0.6666666666666666
1:224690818-224690819	0.00013738237958832623	1	1	2	1	1	1.0
1:23989517-23989518	1.0	18999	7036	6884	6707	177	0.026390338452363202
1:23989517-23989518	0.7278953843983146	13797	5389	5285	5110	175	0.03424657534246575
1:23989517-23989518	0.5298316906283708	10093	4124	4062	3888	174	0.044753086419753084
1:23989517-23989518	0.38566204211634725	7297	3131	3122	2952	170	0.05758807588075881
1:23989517-23989518	0.2807216203941176	5284	2346	2384	2215	169	0.0762979683972912
1:23989517-23989518	0.20433597178569418	3812	1779	1855	1687	168	0.0995850622406639
1:23989517-23989518	0.14873521072935117	2768	1351	1457	1291	166	0.12858249419054996
1:23989517-23989518	0.1082636733874054	1985	1036	1160	1001	159	0.15884115884115885
1:23989517-23989518	0.07880462815669913	1452	801	924	769	155	0.20156046814044212
1:23989517-23989518	0.05736152510448681	1032	623	753	601	152	0.2529118136439268
1:23989517-23989518	0.041753189365604	729	479	610	469	141	0.3006396588486141
1:23989517-23989518	0.03039195382313198	519	368	479	358	121	0.33798882681564246
1:23989517-23989518	0.02212216291070448	373	289	384	281	103	0.3665480427046263
1:23989517-23989518	0.01610262027560939	255	216	289	208	81	0.3894230769230769
1:23989517-23989518	0.011721022975334805	188	162	223	158	65	0.41139240506329117
1:23989517-23989518	0.008531678524172805	138	121	170	119	51	0.42857142857142855
1:23989517-23989518	0.006210169418915616	95	90	126	87	39	0.4482758620689655
1:23989517-23989518	0.004520353656360241	75	72	102	70	32	0.45714285714285713
1:23989517-23989518	0.0032903445623126675	57	56	81	56	25	0.44642857142857145
1:23989517-23989518	0.002395026619987486	46	46	66	46	20	0.43478260869565216
1:23989517-23989518	0.0017433288221999873	32	32	45	32	13	0.40625
1:23989517-23989518	0.0012689610031679222	21	21	30	21	9	0.42857142857142855
1:23989517-23989518	0.0009236708571873865	16	16	23	16	7	0.4375
1:23989517-23989518	0.0006723357536499335	12	12	17	12	5	0.4166666666666667
1:23989517-23989518	0.0004893900918477494	8	8	11	8	3	0.375
1:23989517-23989518	0.0003562247890262444	6	6	8	6	2	0.3333333333333333
1:23989517-23989518	0.0002592943797404667	6	6	8	6	2	0.3333333333333333
1:23989517-23989518	0.00018873918221350977	5	5	7	5	2	0.4
1:23989517-23989518	0.00013738237958832623	3	3	4	3	1	0.3333333333333333
1:23989517-23989518	0.0001	2	2	3	2	1	0.5
1:11022743-11022744	1.0	19177	7774	7869	7708	161	0.02088738972496108
1:11022743-11022744	0.7278953843983146	13851	5872	5948	5793	155	0.026756430174348353
1:11022743-11022744	0.5298316906283708	10034	4436	4500	4349	151	0.03472062543113359
