target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:45386262-45386263	0.0032903445623126675	34	32	47	32	15	0.46875
1:45386262-45386263	0.002395026619987486	29	27	40	27	13	0.48148148148148145
1:45386262-45386263	0.0017433288221999873	22	22	32	22	10	0.45454545454545453
1:45386262-45386263	0.0012689610031679222	11	11	17	11	6	0.5454545454545454
1:45386262-45386263	0.0009236708571873865	8	8	13	8	5	0.625
1:45386262-45386263	0.0006723357536499335	6	6	10	6	4	0.6666666666666666
1:45386262-45386263	0.0004893900918477494	3	3	5	3	2	0.6666666666666666
1:45386262-45386263	0.0003562247890262444	2	2	3	2	1	0.5
1:45386262-45386263	0.0002592943797404667	2	2	3	2	1	0.5
1:45386262-45386263	0.00018873918221350977	1	1	2	1	1	1.0
1:45386262-45386263	0.00013738237958832623	1	1	2	1	1	1.0
1:45386262-45386263	0.0001	1	1	2	1	1	1.0
1:240989420-240989421	1.0	19947	11273	11409	11161	248	0.02222023116208225
1:240989420-240989421	0.7278953843983146	14390	8376	8520	8276	244	0.029482841952634124
1:240989420-240989421	0.5298316906283708	10474	6272	6412	6172	240	0.03888528839922229
1:240989420-240989421	0.38566204211634725	7610	4617	4779	4543	236	0.05194805194805195
1:240989420-240989421	0.2807216203941176	5504	3448	3621	3389	232	0.06845677190911774
1:240989420-240989421	0.20433597178569418	3979	2585	2752	2528	224	0.08860759493670886
1:240989420-240989421	0.14873521072935117	2876	1961	2141	1921	220	0.11452368558042686
1:240989420-240989421	0.1082636733874054	2124	1494	1676	1465	211	0.1440273037542662
1:240989420-240989421	0.07880462815669913	1521	1108	1288	1090	198	0.181651376146789
1:240989420-240989421	0.05736152510448681	1140	865	1040	858	182	0.21212121212121213
1:240989420-240989421	0.041753189365604	819	646	799	640	159	0.2484375
1:240989420-240989421	0.03039195382313198	588	485	618	482	136	0.2821576763485477
1:240989420-240989421	0.02212216291070448	434	357	475	359	116	0.3231197771587744
1:240989420-240989421	0.01610262027560939	322	274	366	274	92	0.3357664233576642
1:240989420-240989421	0.011721022975334805	227	202	272	201	71	0.35323383084577115
1:240989420-240989421	0.008531678524172805	160	146	195	145	50	0.3448275862068966
1:240989420-240989421	0.006210169418915616	113	105	146	105	41	0.3904761904761905
1:240989420-240989421	0.004520353656360241	84	78	111	79	32	0.4050632911392405
1:240989420-240989421	0.0032903445623126675	65	59	87	60	27	0.45
1:240989420-240989421	0.002395026619987486	50	47	70	48	22	0.4583333333333333
1:240989420-240989421	0.0017433288221999873	34	33	52	34	18	0.5294117647058824
1:240989420-240989421	0.0012689610031679222	26	25	39	26	13	0.5
1:240989420-240989421	0.0009236708571873865	20	20	29	20	9	0.45
1:240989420-240989421	0.0006723357536499335	16	16	24	16	8	0.5
1:240989420-240989421	0.0004893900918477494	12	12	17	12	5	0.4166666666666667
1:240989420-240989421	0.0003562247890262444	10	10	14	10	4	0.4
1:240989420-240989421	0.0002592943797404667	10	10	14	10	4	0.4
1:240989420-240989421	0.00018873918221350977	5	5	8	5	3	0.6
1:240989420-240989421	0.00013738237958832623	3	3	5	3	2	0.6666666666666666
1:240989420-240989421	0.0001	3	3	5	3	2	0.6666666666666666
1:239936188-239936189	1.0	12229	6604	6710	6593	117	0.017746094342484454
1:239936188-239936189	0.7278953843983146	8821	4872	4951	4839	112	0.023145277949989666
1:239936188-239936189	0.5298316906283708	6469	3670	3743	3634	109	0.029994496422674738
1:239936188-239936189	0.38566204211634725	4669	2726	2795	2688	107	0.039806547619047616
1:239936188-239936189	0.2807216203941176	3352	2027	2099	1994	105	0.05265797392176529
1:239936188-239936189	0.20433597178569418	2412	1510	1586	1484	102	0.06873315363881402
1:239936188-239936189	0.14873521072935117	1695	1103	1181	1082	99	0.09149722735674677
1:239936188-239936189	0.1082636733874054	1244	830	910	815	95	0.1165644171779141
1:239936188-239936189	0.07880462815669913	915	649	729	638	91	0.1426332288401254
1:239936188-239936189	0.05736152510448681	653	493	571	485	86	0.177319587628866
1:239936188-239936189	0.041753189365604	483	381	458	379	79	0.20844327176781002
1:239936188-239936189	0.03039195382313198	366	296	367	299	68	0.22742474916387959
1:239936188-239936189	0.02212216291070448	269	227	286	228	58	0.2543859649122807
1:239936188-239936189	0.01610262027560939	196	177	225	179	46	0.2569832402234637
1:239936188-239936189	0.011721022975334805	136	126	159	125	34	0.272
1:239936188-239936189	0.008531678524172805	91	87	107	86	21	0.2441860465116279
1:239936188-239936189	0.006210169418915616	65	63	77	63	14	0.2222222222222222
1:239936188-239936189	0.004520353656360241	51	49	61	49	12	0.24489795918367346
1:239936188-239936189	0.0032903445623126675	34	33	40	33	7	0.21212121212121213
1:239936188-239936189	0.002395026619987486	21	20	25	20	5	0.25
1:239936188-239936189	0.0017433288221999873	17	16	20	16	4	0.25
1:239936188-239936189	0.0012689610031679222	13	12	15	12	3	0.25
1:239936188-239936189	0.0009236708571873865	10	10	13	10	3	0.3
1:239936188-239936189	0.0006723357536499335	6	6	8	6	2	0.3333333333333333
1:239936188-239936189	0.0004893900918477494	3	3	4	3	1	0.3333333333333333
1:239936188-239936189	0.0003562247890262444	2	2	3	2	1	0.5
1:239936188-239936189	0.0002592943797404667	2	2	3	2	1	0.5
1:239936188-239936189	0.00018873918221350977	1	1	2	1	1	1.0
1:239936188-239936189	0.00013738237958832623	1	1	2	1	1	1.0
1:239936188-239936189	0.0001	1	1	2	1	1	1.0
1:23721689-23721690	1.0	12276	6944	7042	6909	133	0.019250253292806486
1:23721689-23721690	0.7278953843983146	8931	5182	5272	5144	128	0.024883359253499222
1:23721689-23721690	0.5298316906283708	6414	3809	3905	3779	126	0.03334215400899709
1:23721689-23721690	0.38566204211634725	4607	2793	2894	2775	119	0.04288288288288288
1:23721689-23721690	0.2807216203941176	3314	2060	2152	2040	112	0.054901960784313725
1:23721689-23721690	0.20433597178569418	2409	1568	1649	1545	104	0.06731391585760518
1:23721689-23721690	0.14873521072935117	1715	1144	1230	1132	98	0.08657243816254417
1:23721689-23721690	0.1082636733874054	1241	860	944	851	93	0.10928319623971798
1:23721689-23721690	0.07880462815669913	908	652	729	642	87	0.13551401869158877
1:23721689-23721690	0.05736152510448681	664	495	567	485	82	0.16907216494845362
1:23721689-23721690	0.041753189365604	467	368	429	361	68	0.1883656509695291
1:23721689-23721690	0.03039195382313198	336	275	335	273	62	0.2271062271062271
1:23721689-23721690	0.02212216291070448	247	212	262	210	52	0.24761904761904763
1:23721689-23721690	0.01610262027560939	183	162	214	164	50	0.3048780487804878
1:23721689-23721690	0.011721022975334805	137	127	170	128	42	0.328125
1:23721689-23721690	0.008531678524172805	109	102	134	102	32	0.3137254901960784
1:23721689-23721690	0.006210169418915616	82	79	102	79	23	0.2911392405063291
1:23721689-23721690	0.004520353656360241	62	59	77	59	18	0.3050847457627119
1:23721689-23721690	0.0032903445623126675	47	45	57	45	12	0.26666666666666666
1:23721689-23721690	0.002395026619987486	34	33	42	33	9	0.2727272727272727
1:23721689-23721690	0.0017433288221999873	30	29	37	29	8	0.27586206896551724
1:23721689-23721690	0.0012689610031679222	25	24	30	24	6	0.25
1:23721689-23721690	0.0009236708571873865	15	15	17	15	2	0.13333333333333333
1:23721689-23721690	0.0006723357536499335	12	12	14	12	2	0.16666666666666666
1:23721689-23721690	0.0004893900918477494	7	7	9	7	2	0.2857142857142857
1:23721689-23721690	0.0003562247890262444	4	4	6	4	2	0.5
1:23721689-23721690	0.0002592943797404667	2	2	4	2	2	1.0
1:23721689-23721690	0.00018873918221350977	1	1	2	1	1	1.0
1:23721689-23721690	0.00013738237958832623	1	1	2	1	1	1.0
1:23721689-23721690	0.0001	1	1	2	1	1	1.0
1:176604721-176604722	0.38566204211634725	5421	2783	2900	2786	114	0.040918880114860015
1:176604721-176604722	0.2807216203941176	3942	2076	2190	2079	111	0.05339105339105339
1:176604721-176604722	0.20433597178569418	2861	1546	1652	1543	109	0.07064160725858717
1:176604721-176604722	1.0	14041	6607	6780	6660	120	0.018018018018018018
1:176604721-176604722	0.7278953843983146	10225	4924	5067	4949	118	0.023843200646595272
1:176604721-176604722	0.5298316906283708	7439	3684	3808	3692	116	0.0314192849404117
1:176604721-176604722	0.14873521072935117	2086	1174	1271	1167	104	0.08911739502999143
1:176604721-176604722	0.1082636733874054	1533	895	996	893	103	0.11534154535274356
1:176604721-176604722	0.07880462815669913	1098	685	778	681	97	0.14243759177679882
1:176604721-176604722	0.05736152510448681	795	524	617	523	94	0.17973231357552583
1:176604721-176604722	0.041753189365604	583	399	480	396	84	0.21212121212121213
1:176604721-176604722	0.03039195382313198	433	322	393	319	74	0.23197492163009403
1:176604721-176604722	0.02212216291070448	321	251	313	249	64	0.2570281124497992
1:176604721-176604722	0.01610262027560939	248	202	253	201	52	0.25870646766169153
1:176604721-176604722	0.011721022975334805	188	153	194	153	41	0.2679738562091503
1:176604721-176604722	0.008531678524172805	129	106	133	106	27	0.25471698113207547
1:176604721-176604722	0.006210169418915616	99	83	106	83	23	0.27710843373493976
1:176604721-176604722	0.004520353656360241	79	68	90	68	22	0.3235294117647059
1:176604721-176604722	0.0032903445623126675	62	55	75	55	20	0.36363636363636365
1:176604721-176604722	0.002395026619987486	51	47	64	47	17	0.3617021276595745
1:176604721-176604722	0.0017433288221999873	35	33	47	33	14	0.42424242424242425
1:176604721-176604722	0.0012689610031679222	24	23	33	23	10	0.43478260869565216
1:176604721-176604722	0.0009236708571873865	18	18	27	18	9	0.5
1:176604721-176604722	0.0006723357536499335	14	14	23	14	9	0.6428571428571429
1:176604721-176604722	0.0004893900918477494	12	12	19	12	7	0.5833333333333334
1:176604721-176604722	0.0003562247890262444	10	10	16	10	6	0.6
1:176604721-176604722	0.0002592943797404667	7	7	11	7	4	0.5714285714285714
1:176604721-176604722	0.00018873918221350977	6	6	10	6	4	0.6666666666666666
1:176604721-176604722	0.00013738237958832623	5	5	8	5	3	0.6
1:176604721-176604722	0.0001	5	5	8	5	3	0.6
1:90069205-90069206	1.0	11907	7068	7222	7056	166	0.02352607709750567
1:90069205-90069206	0.7278953843983146	8621	5243	5379	5216	163	0.03125
1:90069205-90069206	0.5298316906283708	6249	3917	4054	3897	157	0.04028740056453682
1:90069205-90069206	0.38566204211634725	4527	2918	3048	2895	153	0.05284974093264249
1:90069205-90069206	0.2807216203941176	3207	2140	2266	2116	150	0.07088846880907372
1:90069205-90069206	0.20433597178569418	2297	1574	1702	1557	145	0.09312780989081568
1:90069205-90069206	0.14873521072935117	1655	1178	1301	1165	136	0.1167381974248927
1:90069205-90069206	0.1082636733874054	1214	895	1015	887	128	0.14430665163472378
1:90069205-90069206	0.07880462815669913	885	677	788	671	117	0.17436661698956782
1:90069205-90069206	0.05736152510448681	645	513	617	511	106	0.20743639921722112
1:90069205-90069206	0.041753189365604	469	401	492	400	92	0.23
1:90069205-90069206	0.03039195382313198	338	305	377	304	73	0.24013157894736842
1:90069205-90069206	0.02212216291070448	245	226	289	224	65	0.29017857142857145
1:90069205-90069206	0.01610262027560939	187	177	230	176	54	0.3068181818181818
1:90069205-90069206	0.011721022975334805	134	129	168	128	40	0.3125
1:90069205-90069206	0.008531678524172805	100	97	127	97	30	0.30927835051546393
1:90069205-90069206	0.006210169418915616	66	64	88	64	24	0.375
1:90069205-90069206	0.004520353656360241	45	44	60	44	16	0.36363636363636365
1:90069205-90069206	0.0032903445623126675	37	36	50	36	14	0.3888888888888889
1:90069205-90069206	0.002395026619987486	25	24	32	24	8	0.3333333333333333
1:90069205-90069206	0.0017433288221999873	20	19	25	19	6	0.3157894736842105
1:90069205-90069206	0.0012689610031679222	16	16	22	16	6	0.375
1:90069205-90069206	0.0009236708571873865	10	10	13	10	3	0.3
1:90069205-90069206	0.0006723357536499335	8	8	9	8	1	0.125
1:90069205-90069206	0.0004893900918477494	6	6	7	6	1	0.16666666666666666
1:90069205-90069206	0.0003562247890262444	4	4	5	4	1	0.25
1:90069205-90069206	0.0002592943797404667	3	3	3	3	0	0.0
1:90069205-90069206	0.00018873918221350977	3	3	3	3	0	0.0
1:90069205-90069206	0.00013738237958832623	3	3	3	3	0	0.0
1:90069205-90069206	0.0001	2	2	2	2	0	0.0
1:165550573-165550574	1.0	13558	7577	7670	7543	127	0.01683680233328914
1:165550573-165550574	0.7278953843983146	9742	5578	5639	5515	124	0.022484134179510427
1:165550573-165550574	0.2807216203941176	3740	2353	2426	2309	117	0.05067128627111304
1:165550573-165550574	0.5298316906283708	7114	4160	4222	4101	121	0.029504998780785174
1:165550573-165550574	0.38566204211634725	5169	3117	3181	3062	119	0.03886348791639451
1:165550573-165550574	0.20433597178569418	2726	1774	1856	1740	116	0.06666666666666667
1:165550573-165550574	0.03039195382313198	398	336	403	333	70	0.21021021021021022
1:165550573-165550574	0.02212216291070448	293	260	318	258	60	0.23255813953488372
1:165550573-165550574	0.01610262027560939	198	181	224	180	44	0.24444444444444444
1:165550573-165550574	0.011721022975334805	148	141	177	141	36	0.2553191489361702
1:165550573-165550574	0.008531678524172805	105	101	132	102	30	0.29411764705882354
1:165550573-165550574	0.006210169418915616	82	79	104	79	25	0.31645569620253167
1:165550573-165550574	0.004520353656360241	67	65	87	65	22	0.3384615384615385
1:165550573-165550574	0.0032903445623126675	49	48	64	48	16	0.3333333333333333
1:165550573-165550574	0.14873521072935117	1978	1331	1409	1297	112	0.08635312259059368
1:165550573-165550574	0.1082636733874054	1437	1020	1102	997	105	0.10531594784353059
1:165550573-165550574	0.07880462815669913	1036	772	859	762	97	0.1272965879265092
1:165550573-165550574	0.05736152510448681	762	583	667	578	89	0.15397923875432526
1:165550573-165550574	0.041753189365604	556	446	523	443	80	0.18058690744920994
1:165550573-165550574	0.002395026619987486	36	36	50	36	14	0.3888888888888889
1:165550573-165550574	0.0017433288221999873	27	27	38	27	11	0.4074074074074074
1:165550573-165550574	0.0012689610031679222	23	23	30	23	7	0.30434782608695654
1:165550573-165550574	0.0009236708571873865	14	14	19	14	5	0.35714285714285715
1:165550573-165550574	0.0006723357536499335	9	9	11	9	2	0.2222222222222222
1:165550573-165550574	0.0004893900918477494	6	6	7	6	1	0.16666666666666666
1:165550573-165550574	0.0003562247890262444	4	4	5	4	1	0.25
1:165550573-165550574	0.0002592943797404667	4	4	5	4	1	0.25
1:165550573-165550574	0.00018873918221350977	3	3	4	3	1	0.3333333333333333
1:165550573-165550574	0.00013738237958832623	2	2	3	2	1	0.5
1:165550573-165550574	0.0001	2	2	3	2	1	0.5
1:71136212-71136213	1.0	12863	7687	7785	7655	130	0.016982364467668192
1:71136212-71136213	0.7278953843983146	9255	5748	5834	5707	127	0.022253373050639565
1:71136212-71136213	0.5298316906283708	6747	4298	4383	4261	122	0.02863177657826801
1:71136212-71136213	0.38566204211634725	4892	3210	3286	3166	120	0.03790271636133923
1:71136212-71136213	0.2807216203941176	3538	2392	2484	2364	120	0.050761421319796954
1:71136212-71136213	0.20433597178569418	2555	1780	1871	1753	118	0.06731317741015402
1:71136212-71136213	0.14873521072935117	1852	1347	1439	1325	114	0.0860377358490566
1:71136212-71136213	0.1082636733874054	1354	1015	1106	998	108	0.10821643286573146
1:71136212-71136213	0.07880462815669913	973	759	843	742	101	0.13611859838274934
1:71136212-71136213	0.05736152510448681	729	586	668	573	95	0.16579406631762653
1:71136212-71136213	0.041753189365604	541	449	526	440	86	0.19545454545454546
1:71136212-71136213	0.03039195382313198	382	332	400	327	73	0.22324159021406728
1:71136212-71136213	0.02212216291070448	264	238	295	236	59	0.25
1:71136212-71136213	0.01610262027560939	188	175	224	175	49	0.28
1:71136212-71136213	0.011721022975334805	131	126	166	126	40	0.31746031746031744
1:71136212-71136213	0.008531678524172805	89	85	111	85	26	0.3058823529411765
1:71136212-71136213	0.006210169418915616	66	64	87	65	22	0.3384615384615385
1:71136212-71136213	0.004520353656360241	49	48	68	49	19	0.3877551020408163
1:71136212-71136213	0.0032903445623126675	40	39	55	40	15	0.375
1:71136212-71136213	0.002395026619987486	28	27	40	28	12	0.42857142857142855
1:71136212-71136213	0.0017433288221999873	20	20	28	20	8	0.4
1:71136212-71136213	0.0012689610031679222	15	15	21	15	6	0.4
1:71136212-71136213	0.0009236708571873865	13	13	18	13	5	0.38461538461538464
1:71136212-71136213	0.0006723357536499335	9	9	12	9	3	0.3333333333333333
1:71136212-71136213	0.0004893900918477494	6	6	8	6	2	0.3333333333333333
1:71136212-71136213	0.0003562247890262444	5	5	7	5	2	0.4
1:71136212-71136213	0.0002592943797404667	3	3	5	3	2	0.6666666666666666
1:71136212-71136213	0.00018873918221350977	3	3	5	3	2	0.6666666666666666
1:71136212-71136213	0.00013738237958832623	3	3	5	3	2	0.6666666666666666
1:71136212-71136213	0.0001	1	1	2	1	1	1.0
1:15168930-15168931	1.0	15555	9712	9988	9768	220	0.02252252252252252
1:15168930-15168931	0.7278953843983146	11213	7184	7417	7205	212	0.029424011103400417
1:15168930-15168931	0.5298316906283708	8077	5384	5596	5388	208	0.038604305864884926
1:15168930-15168931	0.38566204211634725	5904	4037	4245	4044	201	0.04970326409495549
1:15168930-15168931	0.2807216203941176	4265	3013	3204	3011	193	0.06409830621056127
1:15168930-15168931	0.20433597178569418	3044	2211	2380	2196	184	0.08378870673952642
1:15168930-15168931	0.14873521072935117	2210	1648	1810	1639	171	0.10433190970103721
1:15168930-15168931	0.1082636733874054	1651	1269	1412	1254	158	0.12599681020733652
1:15168930-15168931	0.07880462815669913	1221	972	1102	961	141	0.14672216441207075
1:15168930-15168931	0.05736152510448681	906	750	869	743	126	0.1695827725437416
1:15168930-15168931	0.041753189365604	656	556	653	553	100	0.18083182640144665
1:15168930-15168931	0.03039195382313198	458	401	477	401	76	0.18952618453865336
1:15168930-15168931	0.02212216291070448	336	299	360	298	62	0.2080536912751678
1:15168930-15168931	0.01610262027560939	248	229	279	229	50	0.2183406113537118
1:15168930-15168931	0.011721022975334805	168	156	189	156	33	0.21153846153846154
1:15168930-15168931	0.008531678524172805	128	122	146	121	25	0.2066115702479339
1:15168930-15168931	0.006210169418915616	99	96	119	95	24	0.25263157894736843
1:15168930-15168931	0.004520353656360241	68	66	84	66	18	0.2727272727272727
1:15168930-15168931	0.0032903445623126675	48	48	63	48	15	0.3125
1:15168930-15168931	0.002395026619987486	36	36	46	36	10	0.2777777777777778
1:15168930-15168931	0.0017433288221999873	28	28	37	28	9	0.32142857142857145
1:15168930-15168931	0.0012689610031679222	21	21	26	21	5	0.23809523809523808
1:15168930-15168931	0.0009236708571873865	18	18	23	18	5	0.2777777777777778
1:15168930-15168931	0.0006723357536499335	13	13	16	13	3	0.23076923076923078
1:15168930-15168931	0.0004893900918477494	11	11	12	11	1	0.09090909090909091
1:15168930-15168931	0.0003562247890262444	9	9	10	9	1	0.1111111111111111
1:15168930-15168931	0.0002592943797404667	6	6	7	6	1	0.16666666666666666
1:15168930-15168931	0.00018873918221350977	4	4	5	4	1	0.25
1:15168930-15168931	0.00013738237958832623	1	1	2	1	1	1.0
1:15168930-15168931	0.0001	1	1	2	1	1	1.0
1:61746835-61746836	1.0	14681	8831	8886	8705	181	0.020792647903503735
1:61746835-61746836	0.7278953843983146	10660	6541	6607	6433	174	0.027048033576869267
1:61746835-61746836	0.38566204211634725	5577	3575	3661	3501	160	0.04570122822050843
1:61746835-61746836	0.5298316906283708	7797	4893	4953	4789	164	0.03424514512424306
1:61746835-61746836	0.2807216203941176	4027	2638	2737	2579	158	0.061264055835595195
1:61746835-61746836	0.20433597178569418	2901	1969	2086	1934	152	0.07859358841778696
1:61746835-61746836	0.14873521072935117	2122	1492	1601	1456	145	0.09958791208791208
1:61746835-61746836	0.1082636733874054	1537	1126	1226	1089	137	0.1258034894398531
1:61746835-61746836	0.07880462815669913	1127	854	956	835	121	0.14491017964071856
1:61746835-61746836	0.02212216291070448	307	264	330	259	71	0.27413127413127414
1:61746835-61746836	0.01610262027560939	227	192	246	188	58	0.30851063829787234
1:61746835-61746836	0.05736152510448681	806	632	723	615	108	0.17560975609756097
1:61746835-61746836	0.041753189365604	574	465	547	452	95	0.21017699115044247
1:61746835-61746836	0.03039195382313198	401	340	408	331	77	0.2326283987915408
1:61746835-61746836	0.011721022975334805	167	144	187	140	47	0.3357142857142857
1:61746835-61746836	0.008531678524172805	124	106	138	104	34	0.3269230769230769
1:61746835-61746836	0.006210169418915616	84	77	106	77	29	0.37662337662337664
1:61746835-61746836	0.004520353656360241	58	53	75	53	22	0.41509433962264153
1:61746835-61746836	0.0032903445623126675	42	40	56	40	16	0.4
1:61746835-61746836	0.002395026619987486	30	29	43	29	14	0.4827586206896552
1:61746835-61746836	0.0017433288221999873	24	23	35	23	12	0.5217391304347826
1:61746835-61746836	0.0012689610031679222	16	15	24	15	9	0.6
1:61746835-61746836	0.0009236708571873865	15	14	22	14	8	0.5714285714285714
1:61746835-61746836	0.0006723357536499335	8	8	11	8	3	0.375
1:61746835-61746836	0.0004893900918477494	6	6	8	6	2	0.3333333333333333
1:61746835-61746836	0.0003562247890262444	4	4	6	4	2	0.5
1:61746835-61746836	0.0002592943797404667	3	3	5	3	2	0.6666666666666666
1:61746835-61746836	0.00018873918221350977	1	1	2	1	1	1.0
1:61746835-61746836	0.00013738237958832623	1	1	2	1	1	1.0
1:61746835-61746836	0.0001	1	1	2	1	1	1.0
1:162258408-162258409	0.7278953843983146	9136	4976	5056	4946	110	0.022240194096239386
1:162258408-162258409	0.5298316906283708	6615	3695	3764	3659	105	0.028696365127083904
1:162258408-162258409	1.0	12466	6587	6701	6589	112	0.016998027014721504
1:162258408-162258409	0.38566204211634725	4784	2759	2826	2724	102	0.037444933920704845
1:162258408-162258409	0.2807216203941176	3489	2077	2136	2039	97	0.04757233938205002
1:162258408-162258409	0.20433597178569418	2556	1565	1625	1530	95	0.06209150326797386
1:162258408-162258409	0.14873521072935117	1853	1167	1236	1142	94	0.08231173380035026
1:162258408-162258409	0.1082636733874054	1346	871	944	853	91	0.10668229777256741
1:162258408-162258409	0.07880462815669913	968	652	731	646	85	0.13157894736842105
1:162258408-162258409	0.05736152510448681	697	483	557	479	78	0.162839248434238
1:162258408-162258409	0.041753189365604	505	370	437	365	72	0.19726027397260273
1:162258408-162258409	0.03039195382313198	367	273	334	272	62	0.22794117647058823
1:162258408-162258409	0.02212216291070448	265	207	256	205	51	0.24878048780487805
1:162258408-162258409	0.01610262027560939	206	168	211	166	45	0.2710843373493976
1:162258408-162258409	0.011721022975334805	145	122	157	121	36	0.2975206611570248
1:162258408-162258409	0.008531678524172805	104	91	118	89	29	0.3258426966292135
1:162258408-162258409	0.006210169418915616	69	63	83	61	22	0.36065573770491804
1:162258408-162258409	0.004520353656360241	57	54	69	52	17	0.3269230769230769
1:162258408-162258409	0.0032903445623126675	43	42	56	42	14	0.3333333333333333
1:162258408-162258409	0.002395026619987486	35	34	43	34	9	0.2647058823529412
1:162258408-162258409	0.0017433288221999873	22	22	26	22	4	0.18181818181818182
1:162258408-162258409	0.0012689610031679222	20	20	23	20	3	0.15
1:162258408-162258409	0.0009236708571873865	13	13	15	13	2	0.15384615384615385
1:162258408-162258409	0.0006723357536499335	11	11	12	11	1	0.09090909090909091
1:162258408-162258409	0.0004893900918477494	9	9	10	9	1	0.1111111111111111
1:162258408-162258409	0.0003562247890262444	5	5	6	5	1	0.2
1:162258408-162258409	0.0002592943797404667	5	5	6	5	1	0.2
1:162258408-162258409	0.00018873918221350977	2	2	2	2	0	0.0
1:162258408-162258409	0.00013738237958832623	1	1	1	1	0	0.0
1:162258408-162258409	0.0001	1	1	1	1	0	0.0
1:35729643-35729644	1.0	13265	6859	7010	6897	113	0.016383935044222125
1:35729643-35729644	0.7278953843983146	9507	4995	5139	5028	111	0.0220763723150358
1:35729643-35729644	0.5298316906283708	6873	3677	3790	3681	109	0.02961151860907362
1:35729643-35729644	0.38566204211634725	5012	2756	2846	2739	107	0.03906535231836437
1:35729643-35729644	0.2807216203941176	3676	2046	2133	2029	104	0.051256776737309016
1:35729643-35729644	0.20433597178569418	2674	1539	1623	1525	98	0.06426229508196721
