target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:3072381-3072382	0.1082636733874054	1737	1078	1131	1044	87	0.08333333333333333
1:3072381-3072382	0.07880462815669913	1281	825	883	797	86	0.10790464240903387
1:3072381-3072382	0.05736152510448681	939	639	696	612	84	0.13725490196078433
1:3072381-3072382	0.041753189365604	671	477	534	458	76	0.16593886462882096
1:3072381-3072382	0.03039195382313198	503	379	441	370	71	0.1918918918918919
1:3072381-3072382	0.02212216291070448	371	292	348	285	63	0.22105263157894736
1:3072381-3072382	0.01610262027560939	280	230	279	223	56	0.25112107623318386
1:3072381-3072382	0.011721022975334805	188	160	195	154	41	0.2662337662337662
1:3072381-3072382	0.008531678524172805	131	119	147	115	32	0.2782608695652174
1:3072381-3072382	0.006210169418915616	88	83	103	80	23	0.2875
1:3072381-3072382	0.004520353656360241	66	62	79	61	18	0.29508196721311475
1:3072381-3072382	0.0032903445623126675	52	49	64	49	15	0.30612244897959184
1:3072381-3072382	0.002395026619987486	39	37	50	37	13	0.35135135135135137
1:3072381-3072382	0.0017433288221999873	31	30	40	30	10	0.3333333333333333
1:3072381-3072382	0.0012689610031679222	20	20	27	20	7	0.35
1:3072381-3072382	0.0009236708571873865	13	13	17	13	4	0.3076923076923077
1:3072381-3072382	0.0006723357536499335	6	6	7	6	1	0.16666666666666666
1:3072381-3072382	0.0004893900918477494	2	2	2	2	0	0.0
1:3072381-3072382	0.0003562247890262444	2	2	2	2	0	0.0
1:3072381-3072382	0.0002592943797404667	2	2	2	2	0	0.0
1:3072381-3072382	0.00018873918221350977	2	2	2	2	0	0.0
1:3072381-3072382	0.00013738237958832623	1	1	1	1	0	0.0
1:63637289-63637290	1.0	10195	4224	4264	4216	48	0.011385199240986717
1:63637289-63637290	0.7278953843983146	7397	3225	3228	3180	48	0.01509433962264151
1:63637289-63637290	0.5298316906283708	5363	2401	2396	2348	48	0.020442930153321975
1:63637289-63637290	0.38566204211634725	3843	1774	1756	1708	48	0.02810304449648712
1:63637289-63637290	0.2807216203941176	2795	1321	1311	1265	46	0.03636363636363636
1:63637289-63637290	0.20433597178569418	2031	996	989	944	45	0.04766949152542373
1:63637289-63637290	0.14873521072935117	1436	725	727	683	44	0.06442166910688141
1:63637289-63637290	0.1082636733874054	1036	546	559	517	42	0.08123791102514506
1:63637289-63637290	0.07880462815669913	739	396	418	377	41	0.10875331564986737
1:63637289-63637290	0.05736152510448681	538	307	333	296	37	0.125
1:63637289-63637290	0.041753189365604	381	230	256	221	35	0.1583710407239819
1:63637289-63637290	0.03039195382313198	266	174	203	168	35	0.20833333333333334
1:63637289-63637290	0.02212216291070448	194	135	161	130	31	0.23846153846153847
1:63637289-63637290	0.01610262027560939	148	107	134	105	29	0.2761904761904762
1:63637289-63637290	0.011721022975334805	106	77	100	76	24	0.3157894736842105
1:63637289-63637290	0.008531678524172805	79	63	84	62	22	0.3548387096774194
1:63637289-63637290	0.006210169418915616	59	49	67	49	18	0.3673469387755102
1:63637289-63637290	0.004520353656360241	47	41	58	41	17	0.4146341463414634
1:63637289-63637290	0.0032903445623126675	34	32	46	32	14	0.4375
1:63637289-63637290	0.002395026619987486	23	22	31	22	9	0.4090909090909091
1:63637289-63637290	0.0017433288221999873	20	19	27	19	8	0.42105263157894735
1:63637289-63637290	0.0012689610031679222	17	16	22	16	6	0.375
1:63637289-63637290	0.0009236708571873865	12	12	17	12	5	0.4166666666666667
1:63637289-63637290	0.0006723357536499335	9	9	13	9	4	0.4444444444444444
1:63637289-63637290	0.0004893900918477494	5	5	7	5	2	0.4
1:63637289-63637290	0.0003562247890262444	3	3	4	3	1	0.3333333333333333
1:63637289-63637290	0.0002592943797404667	2	2	2	2	0	0.0
1:63637289-63637290	0.00018873918221350977	2	2	2	2	0	0.0
1:63637289-63637290	0.00013738237958832623	2	2	2	2	0	0.0
1:63637289-63637290	0.0001	1	1	1	1	0	0.0
1:207915348-207915349	1.0	7481	3245	3239	3196	43	0.013454317897371715
1:207915348-207915349	0.7278953843983146	5405	2407	2408	2365	43	0.01818181818181818
1:207915348-207915349	0.5298316906283708	3873	1801	1807	1764	43	0.024376417233560092
1:207915348-207915349	0.38566204211634725	2793	1331	1339	1296	43	0.033179012345679014
1:207915348-207915349	0.2807216203941176	2026	980	998	956	42	0.043933054393305436
1:207915348-207915349	0.20433597178569418	1474	748	765	724	41	0.05662983425414365
1:207915348-207915349	0.14873521072935117	1063	563	588	550	38	0.06909090909090909
1:207915348-207915349	0.1082636733874054	760	413	439	404	35	0.08663366336633663
1:207915348-207915349	0.07880462815669913	546	313	340	305	35	0.11475409836065574
1:207915348-207915349	0.05736152510448681	390	235	265	231	34	0.1471861471861472
1:207915348-207915349	0.041753189365604	280	176	204	172	32	0.18604651162790697
1:207915348-207915349	0.03039195382313198	201	133	158	129	29	0.2248062015503876
1:207915348-207915349	0.02212216291070448	135	97	122	96	26	0.2708333333333333
1:207915348-207915349	0.01610262027560939	100	76	96	76	20	0.2631578947368421
1:207915348-207915349	0.011721022975334805	79	61	77	61	16	0.26229508196721313
1:207915348-207915349	0.008531678524172805	58	44	59	44	15	0.3409090909090909
1:207915348-207915349	0.006210169418915616	40	33	45	33	12	0.36363636363636365
1:207915348-207915349	0.004520353656360241	30	26	35	26	9	0.34615384615384615
1:207915348-207915349	0.0032903445623126675	21	20	28	20	8	0.4
1:207915348-207915349	0.002395026619987486	16	15	21	15	6	0.4
1:207915348-207915349	0.0017433288221999873	13	12	18	12	6	0.5
1:207915348-207915349	0.0012689610031679222	7	7	11	7	4	0.5714285714285714
1:207915348-207915349	0.0009236708571873865	5	5	9	5	4	0.8
1:207915348-207915349	0.0006723357536499335	3	3	6	3	3	1.0
1:207915348-207915349	0.0004893900918477494	2	2	4	2	2	1.0
1:207915348-207915349	0.0003562247890262444	2	2	4	2	2	1.0
1:207915348-207915349	0.0002592943797404667	2	2	4	2	2	1.0
1:207915348-207915349	0.00018873918221350977	2	2	4	2	2	1.0
1:207915348-207915349	0.00013738237958832623	1	1	2	1	1	1.0
1:207915348-207915349	0.0001	1	1	2	1	1	1.0
1:243967228-243967229	1.0	11549	4487	4578	4541	37	0.008147985025324819
1:243967228-243967229	0.7278953843983146	8335	3322	3365	3328	37	0.011117788461538462
1:243967228-243967229	0.5298316906283708	6043	2467	2483	2446	37	0.015126737530662305
1:243967228-243967229	0.38566204211634725	4373	1833	1827	1790	37	0.020670391061452513
1:243967228-243967229	0.2807216203941176	3175	1381	1379	1342	37	0.027570789865871834
1:243967228-243967229	0.20433597178569418	2289	1021	1032	995	37	0.0371859296482412
1:243967228-243967229	0.14873521072935117	1652	768	781	745	36	0.04832214765100671
1:243967228-243967229	0.1082636733874054	1199	581	602	567	35	0.06172839506172839
1:243967228-243967229	0.07880462815669913	865	441	465	430	35	0.08139534883720931
1:243967228-243967229	0.05736152510448681	655	345	370	335	35	0.1044776119402985
1:243967228-243967229	0.041753189365604	469	261	287	253	34	0.13438735177865613
1:243967228-243967229	0.03039195382313198	341	200	228	197	31	0.15736040609137056
1:243967228-243967229	0.02212216291070448	247	164	189	161	28	0.17391304347826086
1:243967228-243967229	0.01610262027560939	170	124	145	121	24	0.19834710743801653
1:243967228-243967229	0.011721022975334805	125	93	109	90	19	0.2111111111111111
1:243967228-243967229	0.008531678524172805	86	69	81	66	15	0.22727272727272727
1:243967228-243967229	0.006210169418915616	55	48	56	45	11	0.24444444444444444
1:243967228-243967229	0.004520353656360241	44	37	43	34	9	0.2647058823529412
1:243967228-243967229	0.0032903445623126675	30	28	32	25	7	0.28
1:243967228-243967229	0.002395026619987486	21	19	22	17	5	0.29411764705882354
1:243967228-243967229	0.0017433288221999873	14	13	16	12	4	0.3333333333333333
1:243967228-243967229	0.0012689610031679222	12	11	15	11	4	0.36363636363636365
1:243967228-243967229	0.0009236708571873865	8	7	10	7	3	0.42857142857142855
1:243967228-243967229	0.0006723357536499335	6	5	8	5	3	0.6
1:243967228-243967229	0.0004893900918477494	3	2	3	2	1	0.5
1:243967228-243967229	0.0003562247890262444	1	1	2	1	1	1.0
1:243967228-243967229	0.0002592943797404667	1	1	2	1	1	1.0
1:245477373-245477374	1.0	11965	6186	6345	6269	76	0.012123145637262722
1:245477373-245477374	0.7278953843983146	8589	4610	4685	4613	72	0.015608064166486017
1:245477373-245477374	0.5298316906283708	6268	3479	3522	3452	70	0.020278099652375436
1:245477373-245477374	0.38566204211634725	4548	2595	2633	2564	69	0.02691107644305772
1:245477373-245477374	0.2807216203941176	3281	1931	1956	1889	67	0.035468501852832186
1:245477373-245477374	0.20433597178569418	2396	1435	1475	1409	66	0.0468417317246274
1:245477373-245477374	0.14873521072935117	1702	1073	1104	1039	65	0.06256015399422522
1:245477373-245477374	0.1082636733874054	1222	815	848	783	65	0.08301404853128991
1:245477373-245477374	0.07880462815669913	880	608	638	580	58	0.1
1:245477373-245477374	0.05736152510448681	624	451	478	424	54	0.12735849056603774
1:245477373-245477374	0.041753189365604	443	333	362	315	47	0.1492063492063492
1:245477373-245477374	0.03039195382313198	324	260	288	245	43	0.17551020408163265
1:245477373-245477374	0.02212216291070448	232	194	221	184	37	0.20108695652173914
1:245477373-245477374	0.01610262027560939	162	140	167	134	33	0.2462686567164179
1:245477373-245477374	0.011721022975334805	115	101	120	95	25	0.2631578947368421
1:245477373-245477374	0.008531678524172805	74	67	85	64	21	0.328125
1:245477373-245477374	0.006210169418915616	54	50	64	48	16	0.3333333333333333
1:245477373-245477374	0.004520353656360241	40	38	48	36	12	0.3333333333333333
1:245477373-245477374	0.0032903445623126675	32	30	37	28	9	0.32142857142857145
1:245477373-245477374	0.002395026619987486	25	24	33	24	9	0.375
1:245477373-245477374	0.0017433288221999873	15	15	20	15	5	0.3333333333333333
1:245477373-245477374	0.0012689610031679222	11	11	15	11	4	0.36363636363636365
1:245477373-245477374	0.0009236708571873865	9	9	12	9	3	0.3333333333333333
1:245477373-245477374	0.0006723357536499335	8	8	10	8	2	0.25
1:245477373-245477374	0.0004893900918477494	7	7	9	7	2	0.2857142857142857
1:245477373-245477374	0.0003562247890262444	6	6	8	6	2	0.3333333333333333
1:245477373-245477374	0.0002592943797404667	4	4	5	4	1	0.25
1:245477373-245477374	0.00018873918221350977	3	3	3	3	0	0.0
1:245477373-245477374	0.00013738237958832623	2	2	2	2	0	0.0
1:245477373-245477374	0.0001	2	2	2	2	0	0.0
1:204764366-204764367	1.0	11268	5890	5980	5865	115	0.0196078431372549
1:204764366-204764367	0.7278953843983146	8161	4367	4428	4325	103	0.023815028901734103
1:204764366-204764367	0.5298316906283708	5911	3259	3302	3201	101	0.03155263980006248
1:204764366-204764367	0.38566204211634725	4248	2426	2461	2363	98	0.0414727041895895
1:204764366-204764367	0.2807216203941176	3105	1829	1859	1768	91	0.051470588235294115
1:204764366-204764367	0.20433597178569418	2218	1364	1398	1311	87	0.06636155606407322
1:204764366-204764367	0.14873521072935117	1584	1017	1057	975	82	0.0841025641025641
1:204764366-204764367	0.1082636733874054	1142	752	792	716	76	0.10614525139664804
1:204764366-204764367	0.07880462815669913	823	577	624	552	72	0.13043478260869565
1:204764366-204764367	0.05736152510448681	601	435	488	419	69	0.16467780429594273
1:204764366-204764367	0.041753189365604	432	322	382	319	63	0.1974921630094044
1:204764366-204764367	0.03039195382313198	312	236	291	236	55	0.2330508474576271
1:204764366-204764367	0.02212216291070448	224	174	227	177	50	0.2824858757062147
1:204764366-204764367	0.01610262027560939	175	137	182	139	43	0.30935251798561153
1:204764366-204764367	0.011721022975334805	131	105	143	106	37	0.3490566037735849
1:204764366-204764367	0.008531678524172805	87	72	98	72	26	0.3611111111111111
1:204764366-204764367	0.006210169418915616	63	51	72	51	21	0.4117647058823529
1:204764366-204764367	0.004520353656360241	49	43	61	43	18	0.4186046511627907
1:204764366-204764367	0.0032903445623126675	33	30	43	30	13	0.43333333333333335
1:204764366-204764367	0.002395026619987486	26	24	36	24	12	0.5
1:204764366-204764367	0.0017433288221999873	13	13	21	13	8	0.6153846153846154
1:204764366-204764367	0.0012689610031679222	8	8	12	8	4	0.5
1:204764366-204764367	0.0009236708571873865	6	6	9	6	3	0.5
1:204764366-204764367	0.0006723357536499335	4	4	7	4	3	0.75
1:204764366-204764367	0.0004893900918477494	3	3	6	3	3	1.0
1:204764366-204764367	0.0003562247890262444	2	2	4	2	2	1.0
1:204764366-204764367	0.0002592943797404667	1	1	2	1	1	1.0
1:208521344-208521345	1.0	11958	4548	4559	4519	40	0.008851515822084531
1:208521344-208521345	0.7278953843983146	8683	3370	3329	3290	39	0.011854103343465046
1:208521344-208521345	0.5298316906283708	6380	2554	2495	2456	39	0.015879478827361564
1:208521344-208521345	0.38566204211634725	4635	1908	1847	1808	39	0.02157079646017699
1:208521344-208521345	0.2807216203941176	3385	1390	1344	1305	39	0.029885057471264367
1:208521344-208521345	0.20433597178569418	2478	1044	1004	967	37	0.038262668045501554
1:208521344-208521345	0.14873521072935117	1767	781	753	716	37	0.051675977653631286
1:208521344-208521345	0.1082636733874054	1264	572	559	523	36	0.06883365200764818
1:208521344-208521345	0.07880462815669913	936	432	427	391	36	0.09207161125319693
1:208521344-208521345	0.05736152510448681	688	338	336	300	36	0.12
1:208521344-208521345	0.041753189365604	507	266	272	236	36	0.15254237288135594
1:208521344-208521345	0.03039195382313198	368	195	212	178	34	0.19101123595505617
1:208521344-208521345	0.02212216291070448	254	145	168	135	33	0.24444444444444444
1:208521344-208521345	0.01610262027560939	189	117	140	108	32	0.2962962962962963
1:208521344-208521345	0.011721022975334805	142	91	114	84	30	0.35714285714285715
1:208521344-208521345	0.008531678524172805	96	72	95	68	27	0.39705882352941174
1:208521344-208521345	0.006210169418915616	67	56	79	55	24	0.43636363636363634
1:208521344-208521345	0.004520353656360241	45	40	58	39	19	0.48717948717948717
1:208521344-208521345	0.0032903445623126675	33	29	41	29	12	0.41379310344827586
1:208521344-208521345	0.002395026619987486	26	23	31	23	8	0.34782608695652173
1:208521344-208521345	0.0017433288221999873	22	20	28	20	8	0.4
1:208521344-208521345	0.0012689610031679222	16	15	21	15	6	0.4
1:208521344-208521345	0.0009236708571873865	12	11	16	11	5	0.45454545454545453
1:208521344-208521345	0.0006723357536499335	11	10	14	10	4	0.4
1:208521344-208521345	0.0004893900918477494	8	8	11	8	3	0.375
1:208521344-208521345	0.0003562247890262444	7	7	10	7	3	0.42857142857142855
1:208521344-208521345	0.0002592943797404667	5	5	8	5	3	0.6
1:208521344-208521345	0.00018873918221350977	4	4	7	4	3	0.75
1:208521344-208521345	0.00013738237958832623	1	1	2	1	1	1.0
1:239981152-239981153	1.0	14125	6865	6946	6865	81	0.011798980335032775
1:239981152-239981153	0.7278953843983146	10262	5156	5175	5097	78	0.015303119482048263
1:239981152-239981153	0.5298316906283708	7434	3858	3872	3797	75	0.019752436133789835
1:239981152-239981153	0.38566204211634725	5391	2867	2868	2797	71	0.02538434036467644
1:239981152-239981153	0.2807216203941176	3889	2135	2135	2064	71	0.03439922480620155
1:239981152-239981153	0.20433597178569418	2818	1603	1613	1542	71	0.046044098573281456
1:239981152-239981153	0.14873521072935117	2060	1180	1204	1134	70	0.06172839506172839
1:239981152-239981153	0.1082636733874054	1502	879	908	838	70	0.08353221957040573
1:239981152-239981153	0.07880462815669913	1105	662	700	632	68	0.10759493670886076
1:239981152-239981153	0.05736152510448681	793	496	534	472	62	0.13135593220338984
1:239981152-239981153	0.041753189365604	573	380	418	359	59	0.16434540389972144
1:239981152-239981153	0.03039195382313198	421	294	336	283	53	0.1872791519434629
1:239981152-239981153	0.02212216291070448	314	233	272	222	50	0.22522522522522523
1:239981152-239981153	0.01610262027560939	238	187	226	182	44	0.24175824175824176
1:239981152-239981153	0.011721022975334805	172	142	178	138	40	0.2898550724637681
1:239981152-239981153	0.008531678524172805	120	105	135	102	33	0.3235294117647059
1:239981152-239981153	0.006210169418915616	82	74	97	73	24	0.3287671232876712
1:239981152-239981153	0.004520353656360241	57	52	70	52	18	0.34615384615384615
1:239981152-239981153	0.0032903445623126675	39	36	51	36	15	0.4166666666666667
1:239981152-239981153	0.002395026619987486	27	25	35	25	10	0.4
